ID_PARTIDO,EQUIPO_LOCAL,EQUIPO_VISITANTE,GOLES_LOCAL,GOLES_VISITANTE,MI_JORNADA
1502,Espanyol,At. Madrid,1,0,159
1503,Granada,Valencia,2,1,159
1504,Murcia,Málaga (C.D.),2,0,159
1505,Real Madrid,Barcelona,1,0,159
1506,Real Sociedad,Las Palmas,2,0,159
1507,Zaragoza,Ath. Bilbao,1,0,159
1508,At. Madrid,Celta,0,0,160
1509,Barcelona,Zaragoza,2,2,160
1510,Hércules,Granada,0,1,160
1511,Las Palmas,Espanyol,2,0,160
1512,Málaga (C.D.),Real Madrid,1,3,160
1513,Real Sociedad,Ath. Bilbao,3,0,160
1514,Salamanca,Betis,2,0,160
1515,Sporting Gijón,Murcia,1,0,160
1516,Valencia,Elche,0,0,160
1517,Ath. Bilbao,Barcelona,1,0,161
1518,Betis,At. Madrid,2,1,161
1519,Celta,Las Palmas,1,0,161
1520,Elche,Hércules,0,1,161
1521,Espanyol,Real Sociedad,0,1,161
1522,Granada,Salamanca,1,1,161
1523,Murcia,Valencia,1,5,161
1524,Real Madrid,Sporting Gijón,0,0,161
1525,Zaragoza,Málaga (C.D.),1,0,161
1526,Ath. Bilbao,Málaga (C.D.),3,1,162
1527,Barcelona,Real Sociedad,2,0,162
1528,Betis,Las Palmas,1,0,162
1529,Celta,Espanyol,2,0,162
1530,Elche,Salamanca,0,1,162
1531,Granada,At. Madrid,0,0,162
1532,Murcia,Hércules,1,1,162
1533,Real Madrid,Valencia,3,2,162
1534,Zaragoza,Sporting Gijón,3,1,162
1535,At. Madrid,Elche,3,0,163
1536,Espanyol,Betis,1,0,163
1537,Hércules,Real Madrid,1,1,163
1538,Las Palmas,Granada,4,0,163
1539,Málaga (C.D.),Barcelona,3,2,163
1540,Real Sociedad,Celta,1,1,163
1541,Salamanca,Murcia,3,0,163
1542,Sporting Gijón,Ath. Bilbao,1,1,163
1543,Valencia,Zaragoza,0,0,163
1544,Ath. Bilbao,Valencia,1,1,164
1545,Barcelona,Sporting Gijón,1,1,164
1546,Betis,Celta,1,0,164
1547,Elche,Las Palmas,1,1,164
1548,Granada,Espanyol,0,0,164
1549,Murcia,At. Madrid,3,1,164
1550,Málaga (C.D.),Real Sociedad,2,0,164
1551,Real Madrid,Salamanca,1,0,164
1552,Zaragoza,Hércules,2,2,164
1553,At. Madrid,Real Madrid,1,1,165
1554,Celta,Granada,3,0,165
1555,Espanyol,Elche,2,1,165
1556,Hércules,Ath. Bilbao,0,0,165
1557,Las Palmas,Murcia,5,0,165
1558,Real Sociedad,Betis,2,0,165
1559,Salamanca,Zaragoza,3,3,165
1560,Sporting Gijón,Málaga (C.D.),1,1,165
1561,Valencia,Barcelona,1,0,165
1562,Ath. Bilbao,Salamanca,0,0,166
1563,Barcelona,Hércules,0,0,166
1564,Elche,Celta,2,0,166
1565,Granada,Betis,2,0,166
1566,Murcia,Espanyol,0,0,166
1567,Málaga (C.D.),Valencia,1,0,166
1568,Real Madrid,Las Palmas,4,1,166
1569,Sporting Gijón,Real Sociedad,0,2,166
1570,Zaragoza,At. Madrid,3,1,166
1571,At. Madrid,Ath. Bilbao,2,0,167
1572,Betis,Elche,1,1,167
1573,Celta,Murcia,1,1,167
1574,Espanyol,Real Madrid,0,2,167
1575,Hércules,Málaga (C.D.),1,1,167
1576,Las Palmas,Zaragoza,2,0,167
1577,Real Sociedad,Granada,2,0,167
1578,Salamanca,Barcelona,1,0,167
1579,Valencia,Sporting Gijón,2,0,167
1580,Ath. Bilbao,Las Palmas,2,1,168
1581,Barcelona,At. Madrid,1,0,168
1582,Elche,Granada,2,1,168
1583,Murcia,Betis,0,0,168
1584,Málaga (C.D.),Salamanca,1,1,168
1585,Real Madrid,Celta,4,1,168
1586,Sporting Gijón,Hércules,2,1,168
1587,Valencia,Real Sociedad,1,0,168
1588,Zaragoza,Espanyol,1,0,168
1589,At. Madrid,Málaga (C.D.),2,1,169
1590,Betis,Real Madrid,1,3,169
1591,Celta,Zaragoza,2,0,169
1592,Espanyol,Ath. Bilbao,4,3,169
1593,Granada,Murcia,2,1,169
1594,Hércules,Valencia,2,1,169
1595,Las Palmas,Barcelona,1,0,169
1596,Real Sociedad,Elche,0,0,169
1597,Salamanca,Sporting Gijón,1,0,169
1598,Ath. Bilbao,Celta,3,0,170
1599,Barcelona,Espanyol,4,1,170
1600,Hércules,Real Sociedad,1,1,170
1601,Murcia,Elche,2,0,170
1602,Málaga (C.D.),Las Palmas,1,0,170
1603,Real Madrid,Granada,1,0,170
1604,Sporting Gijón,At. Madrid,2,2,170
1605,Valencia,Salamanca,2,2,170
1606,Zaragoza,Betis,2,1,170
1607,At. Madrid,Valencia,5,2,171
1608,Betis,Ath. Bilbao,2,1,171
1609,Celta,Barcelona,1,0,171
1610,Elche,Real Madrid,1,0,171
1611,Espanyol,Málaga (C.D.),1,2,171
1612,Granada,Zaragoza,3,0,171
1613,Las Palmas,Sporting Gijón,1,0,171
1614,Real Sociedad,Murcia,2,0,171
1615,Salamanca,Hércules,0,1,171
1616,Ath. Bilbao,Granada,1,0,172
1617,Barcelona,Betis,3,0,172
1618,Hércules,At. Madrid,3,2,172
1619,Málaga (C.D.),Celta,3,0,172
1620,Real Madrid,Murcia,4,0,172
1621,Salamanca,Real Sociedad,1,1,172
1622,Sporting Gijón,Espanyol,2,1,172
1623,Valencia,Las Palmas,2,1,172
1624,Zaragoza,Elche,3,3,172
1625,At. Madrid,Salamanca,0,0,173
1626,Betis,Málaga (C.D.),1,0,173
1627,Celta,Sporting Gijón,2,0,173
1628,Elche,Ath. Bilbao,1,0,173
1629,Espanyol,Valencia,5,3,173
1630,Granada,Barcelona,1,2,173
1631,Las Palmas,Hércules,0,0,173
1632,Murcia,Zaragoza,1,5,173
1633,Real Sociedad,Real Madrid,1,1,173
1634,At. Madrid,Real Sociedad,1,0,174
1635,Ath. Bilbao,Murcia,2,0,174
1636,Barcelona,Elche,0,0,174
1637,Hércules,Espanyol,2,1,174
1638,Málaga (C.D.),Granada,1,1,174
1639,Salamanca,Las Palmas,2,1,174
1640,Sporting Gijón,Betis,2,0,174
1641,Valencia,Celta,2,0,174
1642,Zaragoza,Real Madrid,6,1,174
1643,Betis,Valencia,2,0,175
1644,Celta,Hércules,0,1,175
1645,Elche,Málaga (C.D.),2,1,175
1646,Espanyol,Salamanca,1,0,175
1647,Granada,Sporting Gijón,2,1,175
1648,Las Palmas,At. Madrid,1,0,175
1649,Murcia,Barcelona,0,2,175
1650,Real Madrid,Ath. Bilbao,2,0,175
1651,Real Sociedad,Zaragoza,1,0,175
1652,At. Madrid,Espanyol,2,0,176
1653,Ath. Bilbao,Zaragoza,4,0,176
1654,Barcelona,Real Madrid,0,0,176
1655,Hércules,Betis,2,3,176
1656,Las Palmas,Real Sociedad,1,0,176
1657,Málaga (C.D.),Murcia,3,1,176
1658,Salamanca,Celta,0,0,176
1659,Sporting Gijón,Elche,3,1,176
1660,Valencia,Granada,7,1,176
1661,Ath. Bilbao,Real Sociedad,2,1,177
1662,Betis,Salamanca,1,1,177
1663,Celta,At. Madrid,0,0,177
1664,Elche,Valencia,2,1,177
1665,Espanyol,Las Palmas,1,0,177
1666,Granada,Hércules,1,1,177
1667,Murcia,Sporting Gijón,2,1,177
1668,Real Madrid,Málaga (C.D.),4,0,177
1669,Zaragoza,Barcelona,2,1,177
1670,At. Madrid,Betis,4,1,178
1671,Barcelona,Ath. Bilbao,4,0,178
1672,Hércules,Elche,1,0,178
1673,Las Palmas,Celta,3,1,178
1674,Málaga (C.D.),Zaragoza,1,0,178
1675,Real Sociedad,Espanyol,2,0,178
1676,Salamanca,Granada,1,0,178
1677,Sporting Gijón,Real Madrid,2,0,178
1678,Valencia,Murcia,1,2,178
1679,Barakaldo,Oviedo,0,0,179
1680,Burgos,Valladolid,4,1,179
1681,Cult. Leonesa,Sabadell,3,1,179
1682,Cádiz,Mallorca,2,1,179
1683,Córdoba,Tenerife,3,0,179
1684,Ourense,Alavés,0,0,179
1685,Rac. Santander,Castellón,1,0,179
1686,Rayo Vallecano,Barcelona B,4,1,179
1687,Sant Andreu,Gimn. Tarragon,1,2,179
1688,Sevilla,Rec. Huelva,2,0,179
1689,Alavés,Sevilla,1,1,180
1690,Barcelona B,Ourense,3,0,180
1691,Castellón,Barakaldo,2,1,180
1692,Gimn. Tarragon,Rayo Vallecano,0,0,180
1693,Mallorca,Córdoba,1,1,180
1694,Oviedo,Sant Andreu,2,0,180
1695,Rec. Huelva,Cádiz,2,3,180
1696,Sabadell,Rac. Santander,2,2,180
1697,Tenerife,Burgos,2,0,180
1698,Valladolid,Cult. Leonesa,3,0,180
1699,Barakaldo,Sabadell,2,1,181
1700,Burgos,Mallorca,4,0,181
1701,Cult. Leonesa,Tenerife,3,1,181
1702,Cádiz,Alavés,4,0,181
1703,Córdoba,Rec. Huelva,3,0,181
1704,Gimn. Tarragon,Oviedo,4,0,181
1705,Rac. Santander,Valladolid,1,0,181
1706,Rayo Vallecano,Ourense,0,1,181
1707,Sant Andreu,Castellón,0,0,181
1708,Sevilla,Barcelona B,7,1,181
1709,Alavés,Córdoba,0,0,182
1710,Barcelona B,Cádiz,2,2,182
1711,Castellón,Gimn. Tarragon,0,0,182
1712,Mallorca,Cult. Leonesa,1,0,182
1713,Ourense,Sevilla,0,1,182
1714,Oviedo,Rayo Vallecano,4,1,182
1715,Rec. Huelva,Burgos,0,0,182
1716,Sabadell,Sant Andreu,0,0,182
1717,Tenerife,Rac. Santander,1,2,182
1718,Valladolid,Barakaldo,5,0,182
1719,Barakaldo,Tenerife,4,1,183
1720,Burgos,Alavés,1,0,183
1721,Cult. Leonesa,Rec. Huelva,0,0,183
1722,Cádiz,Ourense,2,1,183
1723,Córdoba,Barcelona B,4,1,183
1724,Gimn. Tarragon,Sabadell,2,2,183
1725,Oviedo,Castellón,1,0,183
1726,Rac. Santander,Mallorca,1,1,183
1727,Rayo Vallecano,Sevilla,2,3,183
1728,Sant Andreu,Valladolid,2,1,183
1729,Alavés,Cult. Leonesa,2,1,184
1730,Barcelona B,Burgos,2,2,184
1731,Castellón,Rayo Vallecano,1,0,184
1732,Mallorca,Barakaldo,1,0,184
1733,Ourense,Córdoba,0,1,184
1734,Rec. Huelva,Rac. Santander,0,0,184
1735,Sabadell,Oviedo,1,1,184
1736,Sevilla,Cádiz,1,0,184
1737,Tenerife,Sant Andreu,1,4,184
1738,Valladolid,Gimn. Tarragon,0,0,184
1739,Barakaldo,Rec. Huelva,1,0,185
1740,Burgos,Ourense,3,2,185
1741,Castellón,Sabadell,3,1,185
1742,Cult. Leonesa,Barcelona B,1,1,185
1743,Córdoba,Sevilla,2,1,185
1744,Gimn. Tarragon,Tenerife,1,0,185
1745,Oviedo,Valladolid,3,1,185
1746,Rac. Santander,Alavés,3,1,185
1747,Rayo Vallecano,Cádiz,2,0,185
1748,Sant Andreu,Mallorca,0,0,185
1749,Alavés,Barakaldo,0,2,186
1750,Barcelona B,Rac. Santander,0,0,186
1751,Cádiz,Córdoba,1,0,186
1752,Mallorca,Gimn. Tarragon,2,0,186
1753,Ourense,Cult. Leonesa,1,0,186
1754,Rec. Huelva,Sant Andreu,1,0,186
1755,Sabadell,Rayo Vallecano,4,1,186
1756,Sevilla,Burgos,2,1,186
1757,Tenerife,Oviedo,0,0,186
1758,Valladolid,Castellón,2,0,186
1759,Barakaldo,Barcelona B,0,0,187
1760,Burgos,Cádiz,1,1,187
1761,Castellón,Tenerife,1,0,187
1762,Cult. Leonesa,Sevilla,1,1,187
1763,Gimn. Tarragon,Rec. Huelva,1,1,187
1764,Oviedo,Mallorca,1,0,187
1765,Rac. Santander,Ourense,1,0,187
1766,Rayo Vallecano,Córdoba,1,0,187
1767,Sabadell,Valladolid,2,0,187
1768,Sant Andreu,Alavés,1,0,187
1769,Alavés,Gimn. Tarragon,0,1,188
1770,Barcelona B,Sant Andreu,0,0,188
1771,Cádiz,Cult. Leonesa,4,1,188
1772,Córdoba,Burgos,2,1,188
1773,Mallorca,Castellón,2,2,188
1774,Ourense,Barakaldo,0,0,188
1775,Rec. Huelva,Oviedo,1,1,188
1776,Sevilla,Rac. Santander,2,0,188
1777,Tenerife,Sabadell,2,0,188
1778,Valladolid,Rayo Vallecano,0,2,188
1779,Barakaldo,Sevilla,1,0,189
1780,Castellón,Rec. Huelva,0,1,189
1781,Cult. Leonesa,Córdoba,2,2,189
1782,Gimn. Tarragon,Barcelona B,2,0,189
1783,Oviedo,Alavés,1,0,189
1784,Rac. Santander,Cádiz,3,1,189
1785,Rayo Vallecano,Burgos,2,1,189
1786,Sabadell,Mallorca,1,1,189
1787,Sant Andreu,Ourense,1,1,189
1788,Valladolid,Tenerife,2,1,189
1789,Alavés,Castellón,2,0,190
1790,Barcelona B,Oviedo,1,1,190
1791,Burgos,Cult. Leonesa,2,0,190
1792,Cádiz,Barakaldo,3,0,190
1793,Córdoba,Rac. Santander,3,0,190
1794,Mallorca,Valladolid,2,1,190
1795,Ourense,Gimn. Tarragon,1,0,190
1796,Rec. Huelva,Sabadell,2,1,190
1797,Sevilla,Sant Andreu,1,0,190
1798,Tenerife,Rayo Vallecano,1,1,190
1799,Barakaldo,Córdoba,2,0,191
1800,Castellón,Barcelona B,0,1,191
1801,Gimn. Tarragon,Sevilla,0,0,191
1802,Oviedo,Ourense,0,0,191
1803,Rac. Santander,Burgos,2,0,191
1804,Rayo Vallecano,Cult. Leonesa,2,1,191
1805,Sabadell,Alavés,1,1,191
1806,Sant Andreu,Cádiz,3,2,191
1807,Tenerife,Mallorca,2,1,191
1808,Valladolid,Rec. Huelva,2,0,191
1809,Alavés,Valladolid,2,1,192
1810,Barcelona B,Sabadell,3,2,192
1811,Burgos,Barakaldo,3,0,192
1812,Cult. Leonesa,Rac. Santander,0,1,192
1813,Cádiz,Gimn. Tarragon,4,2,192
1814,Córdoba,Sant Andreu,0,0,192
1815,Mallorca,Rayo Vallecano,3,0,192
1816,Ourense,Castellón,1,1,192
1817,Rec. Huelva,Tenerife,1,0,192
1818,Sevilla,Oviedo,1,1,192
1819,Barakaldo,Cult. Leonesa,0,0,193
1820,Castellón,Sevilla,1,0,193
1821,Gimn. Tarragon,Córdoba,0,2,193
1822,Mallorca,Rec. Huelva,3,1,193
1823,Oviedo,Cádiz,1,1,193
1824,Rayo Vallecano,Rac. Santander,2,0,193
1825,Sabadell,Ourense,4,1,193
1826,Sant Andreu,Burgos,1,0,193
1827,Tenerife,Alavés,2,1,193
1828,Valladolid,Barcelona B,1,1,193
1829,Alavés,Mallorca,2,1,194
1830,Barcelona B,Tenerife,1,1,194
1831,Burgos,Gimn. Tarragon,1,0,194
1832,Cult. Leonesa,Sant Andreu,0,0,194
1833,Cádiz,Castellón,1,0,194
1834,Córdoba,Oviedo,2,0,194
1835,Ourense,Valladolid,0,0,194
1836,Rac. Santander,Barakaldo,3,1,194
1837,Rec. Huelva,Rayo Vallecano,0,1,194
1838,Sevilla,Sabadell,2,0,194
1839,Castellón,Córdoba,1,0,195
1840,Gimn. Tarragon,Cult. Leonesa,1,1,195
1841,Mallorca,Barcelona B,1,2,195
1842,Oviedo,Burgos,2,2,195
1843,Rayo Vallecano,Barakaldo,1,0,195
1844,Rec. Huelva,Alavés,1,1,195
1845,Sabadell,Cádiz,1,1,195
1846,Sant Andreu,Rac. Santander,0,0,195
1847,Tenerife,Ourense,2,0,195
1848,Valladolid,Sevilla,1,2,195
1849,Barakaldo,Sant Andreu,0,0,196
1850,Barcelona B,Rec. Huelva,2,1,196
1851,Burgos,Castellón,2,1,196
1852,Cult. Leonesa,Oviedo,1,1,196
1853,Cádiz,Valladolid,2,1,196
1854,Córdoba,Sabadell,3,1,196
1855,Ourense,Mallorca,4,2,196
1856,Rac. Santander,Gimn. Tarragon,2,0,196
1857,Rayo Vallecano,Alavés,2,0,196
1858,Sevilla,Tenerife,5,0,196
1859,Alavés,Barcelona B,3,0,197
1860,Castellón,Cult. Leonesa,2,0,197
1861,Gimn. Tarragon,Barakaldo,1,0,197
1862,Mallorca,Sevilla,1,1,197
1863,Oviedo,Rac. Santander,4,1,197
1864,Rec. Huelva,Ourense,0,0,197
1865,Sabadell,Burgos,2,3,197
1866,Sant Andreu,Rayo Vallecano,3,2,197
1867,Tenerife,Cádiz,1,0,197
1868,Valladolid,Córdoba,1,0,197
1869,Alavés,Ourense,1,1,198
1870,Barcelona B,Rayo Vallecano,2,0,198
1871,Castellón,Rac. Santander,1,1,198
1872,Gimn. Tarragon,Sant Andreu,0,0,198
1873,Mallorca,Cádiz,1,0,198
1874,Oviedo,Barakaldo,1,0,198
1875,Rec. Huelva,Sevilla,1,3,198
1876,Sabadell,Cult. Leonesa,4,1,198
1877,Tenerife,Córdoba,4,2,198
1878,Valladolid,Burgos,4,2,198
1879,Barakaldo,Castellón,1,1,199
1880,Burgos,Tenerife,1,1,199
1881,Cult. Leonesa,Valladolid,2,1,199
1882,Cádiz,Rec. Huelva,0,1,199
1883,Córdoba,Mallorca,5,0,199
1884,Ourense,Barcelona B,1,1,199
1885,Rac. Santander,Sabadell,2,0,199
1886,Rayo Vallecano,Gimn. Tarragon,1,0,199
1887,Sant Andreu,Oviedo,0,0,199
1888,Sevilla,Alavés,1,0,199
1889,Alavés,Cádiz,1,0,200
1890,Barcelona B,Sevilla,1,0,200
1891,Castellón,Sant Andreu,2,1,200
1892,Mallorca,Burgos,1,0,200
1893,Ourense,Rayo Vallecano,2,1,200
1894,Oviedo,Gimn. Tarragon,2,0,200
1895,Rec. Huelva,Córdoba,1,0,200
1896,Sabadell,Barakaldo,5,0,200
1897,Tenerife,Cult. Leonesa,3,0,200
1898,Valladolid,Rac. Santander,2,0,200
1899,Barakaldo,Valladolid,1,0,201
1900,Burgos,Rec. Huelva,1,1,201
1901,Cult. Leonesa,Mallorca,2,0,201
1902,Cádiz,Barcelona B,2,1,201
1903,Córdoba,Alavés,1,0,201
1904,Gimn. Tarragon,Castellón,0,1,201
1905,Rac. Santander,Tenerife,2,0,201
1906,Rayo Vallecano,Oviedo,0,1,201
1907,Sant Andreu,Sabadell,1,1,201
1908,Sevilla,Ourense,2,0,201
1909,Alavés,Burgos,4,1,202
1910,Barcelona B,Córdoba,1,0,202
1911,Castellón,Oviedo,1,2,202
1912,Mallorca,Rac. Santander,1,1,202
1913,Ourense,Cádiz,0,0,202
1914,Rec. Huelva,Cult. Leonesa,7,0,202
1915,Sabadell,Gimn. Tarragon,1,0,202
1916,Sevilla,Rayo Vallecano,3,0,202
1917,Tenerife,Barakaldo,3,0,202
1918,Valladolid,Sant Andreu,0,0,202
1919,Barakaldo,Mallorca,2,0,203
1920,Burgos,Barcelona B,1,0,203
1921,Cult. Leonesa,Alavés,1,0,203
1922,Cádiz,Sevilla,0,1,203
1923,Córdoba,Ourense,1,0,203
1924,Gimn. Tarragon,Valladolid,0,0,203
1925,Oviedo,Sabadell,3,0,203
1926,Rac. Santander,Rec. Huelva,2,0,203
1927,Rayo Vallecano,Castellón,2,0,203
1928,Sant Andreu,Tenerife,2,1,203
1929,Alavés,Rac. Santander,2,3,204
1930,Barcelona B,Cult. Leonesa,1,0,204
1931,Cádiz,Rayo Vallecano,2,1,204
1932,Mallorca,Sant Andreu,2,1,204
1933,Ourense,Burgos,2,0,204
1934,Rec. Huelva,Barakaldo,1,0,204
1935,Sabadell,Castellón,3,4,204
1936,Sevilla,Córdoba,1,2,204
1937,Tenerife,Gimn. Tarragon,2,0,204
1938,Valladolid,Oviedo,0,0,204
1939,Barakaldo,Alavés,0,0,205
1940,Burgos,Sevilla,1,0,205
1941,Castellón,Valladolid,1,1,205
1942,Cult. Leonesa,Ourense,0,0,205
1943,Córdoba,Cádiz,1,2,205
1944,Gimn. Tarragon,Mallorca,3,1,205
1945,Oviedo,Tenerife,1,1,205
1946,Rac. Santander,Barcelona B,2,1,205
1947,Rayo Vallecano,Sabadell,1,0,205
1948,Sant Andreu,Rec. Huelva,1,0,205
1949,Alavés,Sant Andreu,1,0,206
1950,Barcelona B,Barakaldo,2,1,206
1951,Cádiz,Burgos,2,0,206
1952,Córdoba,Rayo Vallecano,3,1,206
1953,Mallorca,Oviedo,1,2,206
1954,Ourense,Rac. Santander,0,1,206
1955,Rec. Huelva,Gimn. Tarragon,0,0,206
1956,Sevilla,Cult. Leonesa,1,0,206
1957,Tenerife,Castellón,3,2,206
1958,Valladolid,Sabadell,4,1,206
1959,Barakaldo,Ourense,2,0,207
1960,Burgos,Córdoba,1,1,207
1961,Castellón,Mallorca,4,0,207
1962,Cult. Leonesa,Cádiz,0,0,207
1963,Gimn. Tarragon,Alavés,2,1,207
1964,Oviedo,Rec. Huelva,3,1,207
1965,Rac. Santander,Sevilla,3,1,207
1966,Rayo Vallecano,Valladolid,0,0,207
1967,Sabadell,Tenerife,4,1,207
1968,Sant Andreu,Barcelona B,2,0,207
1969,Alavés,Oviedo,2,1,208
1970,Barcelona B,Gimn. Tarragon,0,0,208
1971,Burgos,Rayo Vallecano,1,1,208
1972,Cádiz,Rac. Santander,2,1,208
1973,Córdoba,Cult. Leonesa,3,0,208
1974,Mallorca,Sabadell,1,0,208
1975,Ourense,Sant Andreu,3,0,208
1976,Rec. Huelva,Castellón,1,2,208
1977,Sevilla,Barakaldo,2,0,208
1978,Tenerife,Valladolid,1,1,208
1979,Barakaldo,Cádiz,2,1,209
1980,Castellón,Alavés,2,1,209
1981,Cult. Leonesa,Burgos,1,4,209
1982,Gimn. Tarragon,Ourense,2,0,209
1983,Oviedo,Barcelona B,1,0,209
1984,Rac. Santander,Córdoba,0,0,209
1985,Rayo Vallecano,Tenerife,3,0,209
1986,Sabadell,Rec. Huelva,2,1,209
1987,Sant Andreu,Sevilla,0,0,209
1988,Valladolid,Mallorca,2,2,209
1989,Alavés,Sabadell,2,0,210
1990,Barcelona B,Castellón,2,2,210
1991,Burgos,Rac. Santander,0,1,210
1992,Cult. Leonesa,Rayo Vallecano,2,3,210
1993,Cádiz,Sant Andreu,2,0,210
1994,Córdoba,Barakaldo,6,1,210
1995,Mallorca,Tenerife,2,0,210
1996,Ourense,Oviedo,1,1,210
1997,Rec. Huelva,Valladolid,3,0,210
1998,Sevilla,Gimn. Tarragon,1,0,210
1999,Barakaldo,Burgos,0,1,211
2000,Castellón,Ourense,4,1,211
2001,Gimn. Tarragon,Cádiz,1,1,211
2002,Oviedo,Sevilla,1,0,211
2003,Rac. Santander,Cult. Leonesa,2,0,211
2004,Rayo Vallecano,Mallorca,1,1,211
2005,Sabadell,Barcelona B,2,3,211
2006,Sant Andreu,Córdoba,5,1,211
2007,Tenerife,Rec. Huelva,4,2,211
2008,Valladolid,Alavés,2,0,211
2009,Alavés,Tenerife,1,0,212
2010,Barcelona B,Valladolid,1,3,212
2011,Burgos,Sant Andreu,0,0,212
2012,Cult. Leonesa,Barakaldo,1,2,212
2013,Cádiz,Oviedo,2,0,212
2014,Córdoba,Gimn. Tarragon,2,0,212
2015,Ourense,Sabadell,1,0,212
2016,Rac. Santander,Rayo Vallecano,2,0,212
2017,Rec. Huelva,Mallorca,2,1,212
2018,Sevilla,Castellón,1,0,212
2019,Barakaldo,Rac. Santander,2,2,213
2020,Castellón,Cádiz,2,0,213
2021,Gimn. Tarragon,Burgos,2,1,213
2022,Mallorca,Alavés,0,1,213
2023,Oviedo,Córdoba,3,1,213
2024,Rayo Vallecano,Rec. Huelva,1,1,213
2025,Sabadell,Sevilla,1,1,213
2026,Sant Andreu,Cult. Leonesa,3,1,213
2027,Tenerife,Barcelona B,2,0,213
2028,Valladolid,Ourense,2,2,213
2029,Alavés,Rec. Huelva,1,2,214
2030,Barakaldo,Rayo Vallecano,3,2,214
2031,Barcelona B,Mallorca,3,0,214
2032,Burgos,Oviedo,1,1,214
2033,Cult. Leonesa,Gimn. Tarragon,3,1,214
2034,Cádiz,Sabadell,3,2,214
2035,Córdoba,Castellón,1,0,214
2036,Ourense,Tenerife,2,1,214
2037,Rac. Santander,Sant Andreu,1,0,214
2038,Sevilla,Valladolid,5,0,214
2039,Alavés,Rayo Vallecano,1,0,215
2040,Castellón,Burgos,2,1,215
2041,Gimn. Tarragon,Rac. Santander,4,0,215
2042,Mallorca,Ourense,3,0,215
2043,Oviedo,Cult. Leonesa,5,1,215
2044,Rec. Huelva,Barcelona B,1,0,215
2045,Sabadell,Córdoba,1,1,215
2046,Sant Andreu,Barakaldo,3,0,215
2047,Tenerife,Sevilla,3,0,215
2048,Valladolid,Cádiz,3,0,215
2049,Barakaldo,Gimn. Tarragon,2,2,216
2050,Barcelona B,Alavés,5,0,216
2051,Burgos,Sabadell,6,0,216
2052,Cult. Leonesa,Castellón,1,2,216
2053,Cádiz,Tenerife,1,2,216
2054,Córdoba,Valladolid,0,0,216
2055,Ourense,Rec. Huelva,1,1,216
2056,Rac. Santander,Oviedo,0,0,216
2057,Rayo Vallecano,Sant Andreu,3,0,216
2058,Sevilla,Mallorca,2,1,216
2059,Elche,Barcelona,2,3,217
2060,Espanyol,Hércules,3,1,217
2061,Real Madrid,Rac. Santander,2,0,217
2062,Real Sociedad,Betis,3,2,217
2063,Salamanca,Ath. Bilbao,2,1,217
2064,Sevilla,Las Palmas,3,0,217
2065,Sporting Gijón,Granada,0,0,217
2066,Valencia,Oviedo,2,0,217
2067,Zaragoza,At. Madrid,2,1,217
2068,At. Madrid,Sporting Gijón,2,2,218
2069,Ath. Bilbao,Sevilla,4,1,218
2070,Barcelona,Salamanca,3,1,218
2071,Betis,Espanyol,1,2,218
2072,Granada,Elche,3,2,218
2073,Hércules,Valencia,2,0,218
2074,Las Palmas,Real Sociedad,2,1,218
2075,Oviedo,Real Madrid,0,0,218
2076,Rac. Santander,Zaragoza,4,1,218
2077,Ath. Bilbao,Barcelona,2,1,219
2078,Elche,At. Madrid,3,1,219
2079,Espanyol,Las Palmas,1,0,219
2080,Real Madrid,Hércules,4,0,219
2081,Salamanca,Granada,1,1,219
2082,Sevilla,Real Sociedad,2,1,219
2083,Sporting Gijón,Rac. Santander,1,2,219
2084,Valencia,Betis,0,1,219
2085,Zaragoza,Oviedo,5,1,219
2086,At. Madrid,Salamanca,4,1,220
2087,Barcelona,Sevilla,2,0,220
2088,Betis,Real Madrid,0,2,220
2089,Granada,Ath. Bilbao,2,1,220
2090,Hércules,Zaragoza,2,0,220
2091,Las Palmas,Valencia,2,4,220
2092,Oviedo,Sporting Gijón,3,1,220
2093,Rac. Santander,Elche,2,1,220
2094,Real Sociedad,Espanyol,1,0,220
2095,Ath. Bilbao,At. Madrid,2,0,221
2096,Barcelona,Granada,3,0,221
2097,Elche,Oviedo,1,0,221
2098,Real Madrid,Las Palmas,2,1,221
2099,Salamanca,Rac. Santander,3,0,221
2100,Sevilla,Espanyol,2,1,221
2101,Sporting Gijón,Hércules,1,3,221
2102,Valencia,Real Sociedad,3,1,221
2103,Zaragoza,Betis,1,2,221
2104,At. Madrid,Barcelona,3,0,222
2105,Betis,Sporting Gijón,1,0,222
2106,Espanyol,Valencia,1,0,222
2107,Granada,Sevilla,1,1,222
2108,Hércules,Elche,1,0,222
2109,Las Palmas,Zaragoza,3,2,222
2110,Oviedo,Salamanca,0,1,222
2111,Rac. Santander,Ath. Bilbao,1,1,222
2112,Real Sociedad,Real Madrid,1,1,222
2113,Ath. Bilbao,Oviedo,1,0,223
2114,Barcelona,Rac. Santander,2,1,223
2115,Elche,Betis,2,3,223
2116,Granada,At. Madrid,3,4,223
2117,Real Madrid,Espanyol,3,1,223
2118,Salamanca,Hércules,0,1,223
2119,Sevilla,Valencia,3,1,223
2120,Sporting Gijón,Las Palmas,3,0,223
2121,Zaragoza,Real Sociedad,0,1,223
2122,At. Madrid,Sevilla,1,0,224
2123,Betis,Salamanca,1,1,224
