ID_INC;ID_VUELO;Tipo;Causa;Tiempo
1597;7173;RETRASO;AEROLINEA Y NAS;61
1598;7174;RETRASO;AEROLINEA Y NAS Y TARDANZA;69
1599;7181;RETRASO;AEROLINEA Y TARDANZA;34
1600;7184;RETRASO;AEROLINEA Y TARDANZA;27
1601;7198;RETRASO;NAS;99
1602;7201;RETRASO;NAS;235
1603;7204;RETRASO;AEROLINEA Y TIEMPO;442
1604;7207;CANCELADO;Weather;0
1605;7212;CANCELADO;Weather;0
1606;7220;RETRASO;AEROLINEA Y TARDANZA;37
1607;7222;RETRASO;NAS;15
1608;7226;RETRASO;AEROLINEA Y NAS;21
1609;7228;RETRASO;AEROLINEA Y NAS;21
1610;7236;RETRASO;AEROLINEA Y NAS;16
1611;7239;RETRASO;NAS;40
1612;7249;RETRASO;AEROLINEA Y TARDANZA;48
1613;7257;RETRASO;NAS Y TARDANZA;26
1614;7375;DESVIO;;209
1615;7376;DESVIO;;80
1616;7384;RETRASO;AEROLINEA Y NAS;21
1617;7385;RETRASO;NAS;25
1618;7386;RETRASO;AEROLINEA Y NAS;34
1619;7403;RETRASO;AEROLINEA;19
1620;7406;RETRASO;AEROLINEA;23
1621;7407;RETRASO;AEROLINEA Y NAS;71
1622;7409;RETRASO;NAS Y TARDANZA;22
1623;7413;RETRASO;NAS Y TARDANZA;75
1624;7416;RETRASO;AEROLINEA Y TARDANZA;17
1625;7420;RETRASO;NAS;119
1626;7421;RETRASO;AEROLINEA Y NAS Y TARDANZA;31
1627;7423;RETRASO;AEROLINEA Y NAS;36
1628;7426;RETRASO;NAS;44
1629;7430;RETRASO;AEROLINEA Y NAS;39
1630;7432;RETRASO;AEROLINEA Y NAS Y TARDANZA;31
1631;7437;RETRASO;NAS;40
1632;7438;RETRASO;AEROLINEA Y NAS;51
1633;7446;RETRASO;NAS;42
1634;7448;RETRASO;TARDANZA;40
1635;7449;RETRASO;AEROLINEA;36
1636;7459;RETRASO;TARDANZA;18
1637;7470;RETRASO;NAS;52
1638;7477;RETRASO;NAS;21
1639;7483;RETRASO;NAS;56
1640;7484;RETRASO;NAS;39
1641;7485;RETRASO;AEROLINEA;77
1642;7490;RETRASO;AEROLINEA Y NAS;49
1643;7495;RETRASO;NAS;32
1644;7503;RETRASO;AEROLINEA Y NAS;59
1645;7504;RETRASO;NAS;20
1646;7505;RETRASO;NAS;22
1647;7525;RETRASO;NAS;61
1648;7527;RETRASO;NAS;44
1649;7544;RETRASO;NAS;15
1650;7545;RETRASO;NAS;38
1651;7546;RETRASO;AEROLINEA Y NAS;24
1652;7552;RETRASO;AEROLINEA Y NAS;48
1653;7554;RETRASO;AEROLINEA Y NAS;83
1654;7571;RETRASO;NAS;19
1655;7582;RETRASO;NAS;206
1656;7583;RETRASO;AEROLINEA Y NAS;40
1657;7584;RETRASO;AEROLINEA Y NAS;48
1658;7585;RETRASO;NAS;18
1659;7588;RETRASO;AEROLINEA Y TARDANZA;25
1660;7594;RETRASO;AEROLINEA;153
1661;7595;RETRASO;TARDANZA;132
1662;7601;RETRASO;NAS;18
1663;7603;RETRASO;AEROLINEA;182
1664;7611;RETRASO;NAS;18
1665;7627;RETRASO;NAS;25
1666;7644;RETRASO;NAS;78
1667;7645;RETRASO;NAS;93
1668;7647;RETRASO;AEROLINEA Y TARDANZA;21
1669;7655;RETRASO;NAS;34
1670;7659;RETRASO;NAS;17
1671;7665;RETRASO;NAS;17
1672;7668;RETRASO;AEROLINEA Y TARDANZA;19
1673;7681;RETRASO;TARDANZA;32
1674;7682;RETRASO;TARDANZA;17
1675;7683;RETRASO;NAS;84
1676;7689;RETRASO;NAS;17
1677;7707;RETRASO;NAS;16
1678;7710;RETRASO;AEROLINEA Y TARDANZA;32
1679;7716;RETRASO;NAS;17
1680;7717;RETRASO;AEROLINEA;47
1681;7718;RETRASO;AEROLINEA Y NAS;46
1682;7721;RETRASO;AEROLINEA Y NAS;36
1683;7724;RETRASO;NAS;15
1684;7725;RETRASO;AEROLINEA;15
1685;7736;RETRASO;AEROLINEA Y NAS;40
1686;7743;RETRASO;AEROLINEA Y NAS;17
1687;7749;RETRASO;AEROLINEA Y NAS Y TARDANZA;50
1688;7750;RETRASO;NAS;168
1689;7758;RETRASO;AEROLINEA Y TARDANZA;17
1690;7767;RETRASO;NAS;20
1691;7768;RETRASO;NAS;22
1692;7773;RETRASO;AEROLINEA;20
1693;7777;RETRASO;AEROLINEA Y NAS;16
1694;7795;RETRASO;AEROLINEA Y NAS;55
1695;7802;RETRASO;AEROLINEA Y NAS;21
1696;7804;RETRASO;NAS;27
1697;7808;RETRASO;NAS Y TARDANZA;38
1698;7809;RETRASO;AEROLINEA Y NAS;32
1699;7811;RETRASO;NAS;140
1700;7818;RETRASO;AEROLINEA;31
1701;7829;RETRASO;NAS;15
1702;7834;RETRASO;NAS Y TARDANZA;24
1703;7835;RETRASO;NAS;17
1704;7847;RETRASO;AEROLINEA;134
1705;7864;RETRASO;NAS;33
1706;7866;RETRASO;AEROLINEA Y NAS Y TARDANZA;113
1707;7871;RETRASO;AEROLINEA Y NAS Y TARDANZA;18
1708;7881;RETRASO;NAS;38
1709;7912;RETRASO;AEROLINEA;43
1710;7914;RETRASO;AEROLINEA Y NAS;65
1711;7915;RETRASO;NAS;22
1712;7916;RETRASO;AEROLINEA Y TARDANZA;30
1713;7917;RETRASO;NAS;35
1714;7918;RETRASO;TARDANZA;45
1715;7940;RETRASO;NAS;48
1716;7941;RETRASO;NAS;67
1717;7952;RETRASO;TIEMPO Y NAS;86
1718;7953;RETRASO;NAS;31
1719;7956;RETRASO;NAS;19
1720;7981;RETRASO;AEROLINEA Y NAS;32
1721;7982;RETRASO;AEROLINEA Y NAS;44
1722;7983;RETRASO;AEROLINEA;33
1723;7985;RETRASO;AEROLINEA Y NAS;35
1724;7986;RETRASO;NAS;26
1725;7987;RETRASO;NAS;62
1726;7992;RETRASO;AEROLINEA;18
1727;8002;RETRASO;AEROLINEA Y NAS Y TARDANZA;43
1728;8008;RETRASO;NAS;72
1729;8020;RETRASO;NAS;62
1730;8028;RETRASO;NAS;15
1731;8032;RETRASO;AEROLINEA;34
1732;8033;RETRASO;AEROLINEA Y TARDANZA;27
1733;8038;RETRASO;NAS;26
1734;8054;RETRASO;NAS;29
1735;8058;RETRASO;AEROLINEA Y NAS;23
1736;8062;RETRASO;NAS Y TARDANZA;39
1737;8063;RETRASO;NAS;16
1738;8066;RETRASO;NAS;107
1739;8073;RETRASO;AEROLINEA;21
1740;8082;RETRASO;AEROLINEA Y NAS;24
1741;8090;RETRASO;TIEMPO Y NAS;85
1742;8092;RETRASO;AEROLINEA Y NAS;25
1743;8093;RETRASO;NAS;15
1744;8106;RETRASO;NAS;24
1745;8108;RETRASO;TIEMPO;104
1746;8111;RETRASO;AEROLINEA Y NAS;37
1747;8112;RETRASO;NAS;17
1748;8122;RETRASO;NAS Y TARDANZA;29
1749;8138;RETRASO;NAS;32
1750;8140;RETRASO;NAS Y SEGURIDAD;53
1751;8152;RETRASO;AEROLINEA Y NAS;144
1752;8186;RETRASO;NAS;19
1753;8187;RETRASO;AEROLINEA Y NAS;26
1754;8188;RETRASO;AEROLINEA;31
1755;8195;RETRASO;NAS;42
1756;8197;RETRASO;NAS;204
1757;8200;RETRASO;NAS;22
1758;8202;RETRASO;TARDANZA;19
1759;8203;RETRASO;TARDANZA;21
1760;8205;RETRASO;AEROLINEA Y NAS;15
1761;8206;RETRASO;AEROLINEA Y NAS;16
1762;8215;RETRASO;NAS;17
1763;8220;RETRASO;NAS;202
1764;8226;RETRASO;AEROLINEA Y NAS;16
1765;8227;RETRASO;NAS Y TARDANZA;38
1766;8228;RETRASO;AEROLINEA Y NAS;16
1767;8241;RETRASO;AEROLINEA Y TARDANZA;19
1768;8242;RETRASO;TIEMPO Y TARDANZA;28
1769;8243;RETRASO;AEROLINEA Y TARDANZA;41
1770;8250;RETRASO;NAS Y SEGURIDAD;18
1771;8257;RETRASO;NAS;21
1772;8262;RETRASO;NAS;332
1773;8263;RETRASO;AEROLINEA Y TARDANZA;22
1774;8267;RETRASO;AEROLINEA Y TARDANZA;30
1775;8275;RETRASO;AEROLINEA Y NAS;59
1776;8276;RETRASO;AEROLINEA Y NAS;17
1777;8277;RETRASO;TIEMPO Y NAS;28
1778;8283;RETRASO;AEROLINEA Y NAS;21
1779;8285;RETRASO;NAS;29
1780;8292;RETRASO;AEROLINEA Y TARDANZA;37
1781;8295;RETRASO;NAS Y TARDANZA;25
1782;8304;RETRASO;NAS;47
1783;8307;RETRASO;NAS Y SEGURIDAD;21
1784;8313;RETRASO;NAS;17
1785;8336;RETRASO;NAS;15
1786;8350;RETRASO;NAS Y SEGURIDAD;34
1787;8353;RETRASO;NAS;19
1788;8356;RETRASO;NAS;19
1789;8357;RETRASO;NAS;26
1790;8359;RETRASO;NAS;16
1791;8373;RETRASO;NAS;47
1792;8374;RETRASO;NAS;21
1793;8375;RETRASO;NAS;19
1794;8377;RETRASO;NAS;18
1795;8381;RETRASO;AEROLINEA;20
1796;8382;RETRASO;NAS Y TARDANZA;65
1797;8394;RETRASO;AEROLINEA Y NAS;33
1798;8406;RETRASO;AEROLINEA Y NAS;38
1799;8408;RETRASO;AEROLINEA;15
1800;8410;RETRASO;TIEMPO Y NAS Y TARDANZA;54
1801;8420;RETRASO;NAS;49
1802;8425;RETRASO;TARDANZA;84
1803;8432;RETRASO;NAS Y TARDANZA;27
1804;8433;RETRASO;AEROLINEA;78
1805;8437;RETRASO;NAS;216
1806;8440;RETRASO;NAS;29
1807;8441;RETRASO;AEROLINEA Y NAS;38
1808;8442;RETRASO;NAS;32
1809;8443;RETRASO;AEROLINEA Y NAS Y TARDANZA;27
1810;8457;RETRASO;NAS;22
1811;8463;RETRASO;AEROLINEA Y NAS;28
1812;8467;RETRASO;NAS;15
1813;8479;RETRASO;AEROLINEA;127
1814;8494;CANCELADO;National Air System;0
1815;8495;RETRASO;AEROLINEA;19
1816;8510;RETRASO;TIEMPO Y NAS;78
1817;8511;RETRASO;NAS;34
1818;8520;RETRASO;AEROLINEA Y NAS;23
1819;8525;RETRASO;NAS;25
1820;8530;RETRASO;AEROLINEA;55
1821;8548;RETRASO;NAS;23
1822;8569;RETRASO;NAS;103
1823;8570;RETRASO;TARDANZA;34
1824;8572;RETRASO;AEROLINEA Y NAS Y TARDANZA;49
1825;8573;RETRASO;TIEMPO;19
1826;8599;RETRASO;NAS;25
1827;8610;RETRASO;NAS;343
1828;8615;RETRASO;NAS;17
1829;8616;RETRASO;AEROLINEA Y NAS;41
1830;8624;RETRASO;NAS;191
1831;8625;RETRASO;AEROLINEA Y NAS;34
1832;8633;RETRASO;AEROLINEA;95
1833;8634;RETRASO;AEROLINEA;20
1834;8636;RETRASO;AEROLINEA;72
1835;8646;RETRASO;TARDANZA;47
1836;8647;RETRASO;NAS Y TARDANZA;56
1837;8654;RETRASO;NAS;27
1838;8660;RETRASO;AEROLINEA Y NAS;25
1839;8662;RETRASO;TARDANZA;18
1840;8669;RETRASO;NAS;83
1841;8670;RETRASO;AEROLINEA;57
1842;8673;RETRASO;AEROLINEA Y NAS;22
1843;8677;RETRASO;TIEMPO Y NAS;66
1844;8678;RETRASO;NAS;15
1845;8680;RETRASO;NAS;34
1846;8681;RETRASO;NAS;27
1847;8682;RETRASO;NAS;78
1848;8684;RETRASO;AEROLINEA;19
1849;8687;RETRASO;NAS;62
1850;8689;RETRASO;NAS;31
1851;8691;RETRASO;NAS;17
1852;8692;RETRASO;NAS;264
1853;8695;RETRASO;NAS;68
1854;8700;RETRASO;NAS;17
1855;8702;RETRASO;NAS Y TARDANZA;45
1856;8715;RETRASO;NAS;25
1857;8746;RETRASO;NAS;15
1858;8749;RETRASO;AEROLINEA;49
1859;8759;CANCELADO;National Air System;0
1860;8765;RETRASO;AEROLINEA Y NAS;21
1861;8766;RETRASO;NAS;90
1862;8768;RETRASO;NAS;16
1863;8773;RETRASO;AEROLINEA Y NAS;46
1864;8782;RETRASO;TARDANZA;16
1865;8795;RETRASO;NAS;40
1866;8804;RETRASO;NAS;32
1867;8818;RETRASO;AEROLINEA;110
1868;8819;RETRASO;TIEMPO Y TARDANZA;27
1869;8847;RETRASO;NAS;20
1870;8850;CANCELADO;Carrier;0
1871;8852;RETRASO;NAS;226
1872;8863;RETRASO;NAS;112
1873;8866;RETRASO;NAS;25
1874;8867;RETRASO;AEROLINEA;25
1875;8869;RETRASO;AEROLINEA Y NAS;144
1876;8878;RETRASO;AEROLINEA Y TARDANZA;19
1877;8893;RETRASO;AEROLINEA;32
1878;8915;RETRASO;NAS;21
1879;8921;RETRASO;NAS;16
1880;8933;RETRASO;NAS;18
1881;8934;RETRASO;NAS;17
1882;8951;RETRASO;AEROLINEA Y TARDANZA;31
1883;8966;RETRASO;NAS;15
1884;8970;RETRASO;AEROLINEA Y NAS;15
1885;8974;RETRASO;AEROLINEA Y NAS Y TARDANZA;33
1886;8975;RETRASO;AEROLINEA;51
1887;8987;RETRASO;NAS;213
1888;8990;RETRASO;NAS;16
1889;8996;RETRASO;NAS;20
1890;9001;RETRASO;NAS;24
1891;9008;RETRASO;AEROLINEA;66
1892;9014;RETRASO;NAS;67
1893;9034;RETRASO;AEROLINEA;21
1894;9035;RETRASO;NAS;16
1895;9036;RETRASO;NAS Y TARDANZA;16
1896;9038;RETRASO;NAS;16
1897;9047;RETRASO;AEROLINEA;100
1898;9050;RETRASO;NAS;87
1899;9058;RETRASO;AEROLINEA Y NAS;86
1900;9059;RETRASO;AEROLINEA Y NAS;20
1901;9061;RETRASO;AEROLINEA;27
1902;9065;RETRASO;AEROLINEA Y NAS;57
1903;9067;RETRASO;AEROLINEA Y NAS;44
1904;9079;RETRASO;NAS Y TARDANZA;73
1905;9094;RETRASO;AEROLINEA Y NAS;36
1906;9099;RETRASO;NAS;129
1907;9104;RETRASO;AEROLINEA;75
1908;9118;RETRASO;NAS;163
1909;9121;RETRASO;AEROLINEA;184
1910;9123;RETRASO;AEROLINEA;15
1911;9131;RETRASO;TARDANZA;21
1912;9132;RETRASO;TIEMPO Y TARDANZA;75
1913;9139;RETRASO;NAS Y TARDANZA;43
1914;9165;RETRASO;AEROLINEA Y NAS;15
1915;9169;RETRASO;NAS;15
1916;9176;RETRASO;AEROLINEA Y NAS;26
1917;9183;RETRASO;NAS;21
1918;9196;RETRASO;AEROLINEA Y NAS;19
1919;9198;RETRASO;TIEMPO Y NAS;39
1920;9207;RETRASO;NAS;47
1921;9214;RETRASO;AEROLINEA Y NAS;20
1922;9216;RETRASO;NAS;61
1923;9218;RETRASO;AEROLINEA Y NAS;30
1924;9229;RETRASO;AEROLINEA Y NAS;36
1925;9260;RETRASO;AEROLINEA Y NAS;40
1926;9263;RETRASO;NAS;18
1927;9274;RETRASO;AEROLINEA;38
1928;9289;RETRASO;NAS;79
1929;9306;RETRASO;AEROLINEA Y NAS;15
1930;9309;RETRASO;AEROLINEA;28
1931;9312;RETRASO;AEROLINEA Y NAS;16
1932;9322;RETRASO;NAS;21
1933;9324;RETRASO;NAS;17
1934;9328;RETRASO;AEROLINEA Y NAS;33
1935;9330;RETRASO;AEROLINEA;18
1936;9332;RETRASO;AEROLINEA Y NAS;16
1937;9333;RETRASO;NAS Y TARDANZA;41
1938;9340;RETRASO;AEROLINEA Y TARDANZA;33
1939;9341;RETRASO;NAS;134
1940;9374;RETRASO;NAS;46
1941;9380;RETRASO;AEROLINEA;18
1942;9388;RETRASO;NAS Y TARDANZA;15
1943;9405;RETRASO;AEROLINEA Y NAS;36
1944;9407;RETRASO;AEROLINEA Y NAS;25
1945;9408;RETRASO;AEROLINEA Y NAS;22
1946;9422;RETRASO;AEROLINEA Y NAS;17
1947;9423;RETRASO;AEROLINEA;81
1948;9428;RETRASO;AEROLINEA Y NAS;29
1949;9430;RETRASO;TIEMPO Y NAS;42
1950;9431;RETRASO;NAS;43
1951;9441;RETRASO;NAS;22
1952;9511;DESVIO;;421
1953;9512;DESVIO;;408
1954;9513;DESVIO;;321
1955;9514;DESVIO;;87
1956;9515;DESVIO;;185
1957;9516;DESVIO;;0
1958;9517;DESVIO;;274
1959;9518;DESVIO;;0
1960;9519;DESVIO;;242
1961;9520;DESVIO;;380
1962;9521;DESVIO;;212
1963;9522;DESVIO;;165
1964;9532;RETRASO;NAS;23
1965;9533;RETRASO;AEROLINEA;94
1966;9534;RETRASO;AEROLINEA Y TARDANZA;16
1967;9536;RETRASO;AEROLINEA Y NAS Y TARDANZA;24
1968;9540;RETRASO;NAS;16
1969;9546;RETRASO;AEROLINEA Y TARDANZA;62
1970;9561;RETRASO;AEROLINEA Y TARDANZA;57
1971;9562;RETRASO;AEROLINEA Y NAS;28
1972;9563;RETRASO;AEROLINEA;16
1973;9567;RETRASO;NAS;211
1974;9570;RETRASO;TARDANZA;68
1975;9577;RETRASO;AEROLINEA Y NAS;23
1976;9586;RETRASO;AEROLINEA Y TARDANZA;44
1977;9593;RETRASO;NAS Y TARDANZA;35
1978;9601;RETRASO;NAS;17
1979;9614;RETRASO;AEROLINEA Y NAS Y TARDANZA;23
1980;9616;RETRASO;AEROLINEA Y NAS Y TARDANZA;29
1981;9628;RETRASO;AEROLINEA Y NAS;15
1982;9633;RETRASO;AEROLINEA Y TARDANZA;27
1983;9636;CANCELADO;Carrier;0
1984;9639;RETRASO;AEROLINEA Y NAS Y TARDANZA;37
1985;9642;RETRASO;NAS Y TARDANZA;16
1986;9647;RETRASO;AEROLINEA Y TARDANZA;50
1987;9649;RETRASO;NAS;15
1988;9656;RETRASO;AEROLINEA Y NAS;83
1989;9662;RETRASO;NAS;15
1990;9665;RETRASO;TARDANZA;46
1991;9668;RETRASO;TIEMPO Y NAS Y TARDANZA;68
1992;9674;RETRASO;NAS;90
1993;9676;RETRASO;NAS;23
1994;9678;RETRASO;TARDANZA;69
1995;9680;RETRASO;AEROLINEA Y NAS Y TARDANZA;104
1996;9683;RETRASO;NAS;27
1997;9686;RETRASO;NAS;26
1998;9691;CANCELADO;National Air System;0
1999;9692;RETRASO;AEROLINEA;136
2000;9697;RETRASO;AEROLINEA Y NAS;39
2001;9698;RETRASO;NAS;31
2002;9700;RETRASO;NAS;138
2003;9703;RETRASO;NAS;19
2004;9705;RETRASO;NAS;23
2005;9709;RETRASO;NAS Y TARDANZA;41
2006;9711;RETRASO;NAS;27
2007;9713;RETRASO;NAS;19
2008;9723;RETRASO;NAS;17
2009;9724;RETRASO;NAS Y TARDANZA;51
2010;9726;RETRASO;NAS Y TARDANZA;38
2011;9727;RETRASO;NAS;16
2012;9729;RETRASO;NAS;47
2013;9739;RETRASO;AEROLINEA Y NAS;25
2014;9746;RETRASO;NAS Y TARDANZA;124
2015;9747;RETRASO;NAS;35
2016;9751;RETRASO;NAS Y TARDANZA;22
2017;9761;RETRASO;NAS;21
2018;9762;RETRASO;NAS Y TARDANZA;76
2019;9765;RETRASO;NAS Y TARDANZA;211
2020;9771;RETRASO;NAS;24
2021;9775;RETRASO;TIEMPO Y NAS;78
2022;9782;RETRASO;NAS Y TARDANZA;36
2023;9783;RETRASO;NAS;21
2024;9786;RETRASO;NAS;22
2025;9793;RETRASO;TARDANZA;47
2026;9796;RETRASO;TARDANZA;159
2027;9801;RETRASO;NAS;101
2028;9806;RETRASO;AEROLINEA Y NAS;17
2029;9808;RETRASO;AEROLINEA Y NAS;47
2030;9811;RETRASO;NAS;82
2031;9816;RETRASO;NAS;60
2032;9825;CANCELADO;Carrier;0
2033;9836;RETRASO;AEROLINEA Y NAS;17
2034;9839;RETRASO;AEROLINEA Y NAS;76
2035;9840;RETRASO;NAS;21
2036;9871;RETRASO;NAS;17
2037;9873;RETRASO;NAS;18
2038;9875;RETRASO;NAS Y TARDANZA;39
2039;9879;RETRASO;AEROLINEA;19
2040;9888;RETRASO;NAS;61
2041;9893;RETRASO;NAS;29
2042;9898;RETRASO;NAS;44
2043;9910;RETRASO;NAS;21
2044;9918;RETRASO;NAS;79
2045;9921;RETRASO;AEROLINEA Y NAS Y TARDANZA;178
2046;9925;RETRASO;AEROLINEA Y TARDANZA;38
2047;9933;CANCELADO;Carrier;0
2048;9941;RETRASO;AEROLINEA Y NAS;26
2049;9942;RETRASO;NAS;45
2050;9945;RETRASO;NAS Y TARDANZA;172
2051;9948;RETRASO;NAS Y TARDANZA;15
2052;9957;RETRASO;AEROLINEA Y NAS Y TARDANZA;16
2053;9962;RETRASO;TARDANZA;32
2054;9964;RETRASO;NAS;17
2055;9970;RETRASO;NAS;17
2056;9972;RETRASO;NAS Y TARDANZA;59
2057;9976;RETRASO;AEROLINEA Y NAS;19
2058;9977;RETRASO;NAS;26
2059;9988;RETRASO;AEROLINEA;22
2060;9989;RETRASO;AEROLINEA Y NAS;15
2061;9994;RETRASO;AEROLINEA Y NAS Y TARDANZA;85
2062;9995;RETRASO;NAS Y TARDANZA;25
2063;9997;RETRASO;AEROLINEA Y NAS;32
2064;10000;RETRASO;AEROLINEA Y NAS Y TARDANZA;165
2065;10003;RETRASO;TIEMPO Y NAS Y TARDANZA;112
2066;10006;RETRASO;AEROLINEA Y NAS Y TARDANZA;110
2067;10018;CANCELADO;National Air System;0
2068;10019;RETRASO;NAS Y TARDANZA;95
2069;10026;RETRASO;NAS;222
2070;10028;RETRASO;NAS Y TARDANZA;150
2071;10035;RETRASO;NAS Y TARDANZA;30
2072;10036;RETRASO;AEROLINEA;42
2073;10050;RETRASO;NAS;25
2074;10055;RETRASO;NAS;23
2075;10058;RETRASO;AEROLINEA Y TARDANZA;18
2076;10066;RETRASO;AEROLINEA Y NAS Y TARDANZA;34
2077;10070;RETRASO;NAS;40
2078;10083;RETRASO;NAS Y TARDANZA;25
2079;10087;RETRASO;NAS;16
2080;10089;RETRASO;AEROLINEA Y NAS Y TARDANZA;25
2081;10090;RETRASO;NAS Y TARDANZA;22
2082;10091;RETRASO;AEROLINEA;23
2083;10100;RETRASO;NAS;17
2084;10108;RETRASO;AEROLINEA Y NAS Y TARDANZA;22
2085;10113;RETRASO;AEROLINEA Y NAS;93
2086;10118;RETRASO;TARDANZA;16
2087;10119;RETRASO;AEROLINEA Y TARDANZA;96
2088;10148;RETRASO;AEROLINEA Y NAS;52
2089;10149;RETRASO;NAS;33
2090;10153;RETRASO;NAS;17
2091;10164;RETRASO;NAS;21
2092;10166;RETRASO;NAS Y TARDANZA;15
2093;10172;RETRASO;TARDANZA;23
2094;10182;RETRASO;NAS;22
2095;10183;RETRASO;AEROLINEA Y NAS Y TARDANZA;24
2096;10190;RETRASO;NAS;15
2097;10192;RETRASO;AEROLINEA;282
2098;10194;RETRASO;AEROLINEA Y NAS Y TARDANZA;50
2099;10200;RETRASO;AEROLINEA Y NAS Y TARDANZA;48
2100;10202;RETRASO;NAS;24
2101;10208;RETRASO;NAS;15
2102;10209;RETRASO;TARDANZA;33
2103;10210;RETRASO;NAS;40
2104;10215;RETRASO;AEROLINEA;27
2105;10217;RETRASO;AEROLINEA Y NAS;16
2106;10220;RETRASO;AEROLINEA Y NAS Y TARDANZA;68
2107;10221;RETRASO;AEROLINEA Y NAS;46
2108;10225;RETRASO;NAS;16
2109;10231;RETRASO;AEROLINEA Y NAS Y TARDANZA;18
2110;10236;RETRASO;AEROLINEA;28
2111;10241;RETRASO;AEROLINEA Y NAS;38
2112;10244;RETRASO;AEROLINEA Y TARDANZA;29
2113;10245;RETRASO;NAS Y TARDANZA;31
2114;10249;RETRASO;AEROLINEA Y NAS;72
2115;10254;RETRASO;AEROLINEA Y NAS;25
2116;10257;RETRASO;AEROLINEA Y NAS;25
2117;10259;RETRASO;NAS;22
2118;10266;RETRASO;AEROLINEA Y NAS;27
2119;10268;RETRASO;AEROLINEA Y NAS;95
2120;10272;RETRASO;NAS Y TARDANZA;28
2121;10273;RETRASO;AEROLINEA Y NAS Y TARDANZA;36
2122;10277;RETRASO;AEROLINEA Y TARDANZA;30
2123;10278;RETRASO;NAS Y TARDANZA;25
2124;10280;RETRASO;AEROLINEA Y TARDANZA;168
2125;10283;RETRASO;AEROLINEA Y NAS Y TARDANZA;18
2126;10286;RETRASO;NAS Y TARDANZA;24
2127;10291;RETRASO;AEROLINEA;58
2128;10296;RETRASO;TARDANZA;16
2129;10300;RETRASO;NAS;16
2130;10308;RETRASO;AEROLINEA Y NAS;82
2131;10312;RETRASO;NAS;46
2132;10313;RETRASO;NAS Y TARDANZA;27
2133;10318;RETRASO;AEROLINEA;38
2134;10320;RETRASO;AEROLINEA Y NAS;28
2135;10322;RETRASO;AEROLINEA;23
2136;10323;RETRASO;NAS;15
2137;10324;RETRASO;TARDANZA;91
2138;10328;RETRASO;NAS Y TARDANZA;21
2139;10333;RETRASO;AEROLINEA Y NAS;54
2140;10340;RETRASO;NAS Y TARDANZA;86
2141;10346;RETRASO;NAS Y TARDANZA;21
2142;10347;RETRASO;NAS Y TARDANZA;19
2143;10349;RETRASO;NAS Y TARDANZA;114
2144;10350;RETRASO;AEROLINEA Y NAS;115
2145;10354;RETRASO;NAS Y TARDANZA;39
2146;10357;RETRASO;NAS;24
2147;10361;RETRASO;AEROLINEA Y NAS;33
2148;10362;RETRASO;NAS;17
2149;10363;RETRASO;AEROLINEA Y NAS;18
2150;10365;RETRASO;AEROLINEA Y NAS;49
2151;10367;RETRASO;AEROLINEA;45
2152;10370;RETRASO;TARDANZA;70
2153;10371;RETRASO;TARDANZA;56
2154;10378;RETRASO;NAS;18
2155;10382;RETRASO;AEROLINEA;159
2156;10389;RETRASO;AEROLINEA Y NAS;53
2157;10392;RETRASO;NAS;23
2158;10394;RETRASO;AEROLINEA Y NAS;143
2159;10403;RETRASO;AEROLINEA Y NAS;36
2160;10404;RETRASO;NAS;16
2161;10411;RETRASO;NAS;24
2162;10413;RETRASO;AEROLINEA Y NAS;18
2163;10423;RETRASO;AEROLINEA Y NAS;36
2164;10429;RETRASO;TARDANZA;24
2165;10431;RETRASO;NAS;53
2166;10432;RETRASO;TARDANZA;38
2167;10436;RETRASO;TARDANZA;16
2168;10440;RETRASO;NAS;25
2169;10442;RETRASO;NAS;17
2170;10448;RETRASO;AEROLINEA Y NAS;31
2171;10469;RETRASO;AEROLINEA Y NAS Y TARDANZA;32
2172;10476;RETRASO;NAS;20
2173;10480;RETRASO;NAS;19
2174;10483;RETRASO;NAS;22
2175;10498;RETRASO;NAS;31
2176;10501;RETRASO;NAS;16
2177;10503;RETRASO;AEROLINEA;18
2178;10509;RETRASO;NAS Y TARDANZA;15
2179;10512;RETRASO;NAS Y TARDANZA;31
2180;10517;RETRASO;AEROLINEA Y NAS Y TARDANZA;44
2181;10523;RETRASO;NAS;47
2182;10524;RETRASO;NAS Y TARDANZA;77
2183;10528;RETRASO;NAS;38
2184;10530;RETRASO;NAS;177
2185;10533;RETRASO;NAS;25
2186;10534;RETRASO;AEROLINEA Y NAS;30
2187;10536;RETRASO;TIEMPO Y NAS;252
2188;10545;RETRASO;AEROLINEA Y NAS;171
2189;10547;RETRASO;NAS;19
2190;10548;RETRASO;NAS Y TARDANZA;46
2191;10550;RETRASO;NAS;31
2192;10552;RETRASO;TARDANZA;39
2193;10553;RETRASO;NAS Y TARDANZA;15
2194;10555;RETRASO;NAS;23
2195;10561;RETRASO;NAS;16
2196;10564;RETRASO;NAS;30
2197;10565;RETRASO;NAS;19
2198;10566;RETRASO;TARDANZA;32
2199;10567;RETRASO;NAS Y TARDANZA;20
2200;10568;RETRASO;TARDANZA;25
2201;10578;RETRASO;TARDANZA;22
2202;10579;RETRASO;NAS Y TARDANZA;32
2203;10580;RETRASO;NAS Y TARDANZA;18
2204;10582;RETRASO;NAS Y TARDANZA;23
2205;10592;RETRASO;TARDANZA;19
2206;10598;RETRASO;AEROLINEA Y NAS;21
