ID_VUELO;flightNum;departure;arrival;originiata;destiata;Matricula
14687;5547;25/10/2008;25/10/2008;PNS;ATL;N753EV
14688;5548;25/10/2008;25/10/2008;ATL;LEX;N723EV
14689;5548;26/10/2008;26/10/2008;ATL;LEX;N718EV
14690;5548;27/10/2008;27/10/2008;ATL;LEX;N836AS
14691;5549;27/10/2008;27/10/2008;ATL;CAE;N921EV
14692;5549;25/10/2008;25/10/2008;SBN;ATL;N836AS
14693;5549;26/10/2008;26/10/2008;SBN;ATL;N821AS
14694;5549;27/10/2008;27/10/2008;SBN;ATL;N921EV
14695;5551;25/10/2008;25/10/2008;ATL;PNS;N760EV
14696;5551;26/10/2008;26/10/2008;ATL;PNS;N754EV
14697;5551;27/10/2008;27/10/2008;ATL;PNS;N379CA
14698;5551;26/10/2008;26/10/2008;PHF;ATL;N754EV
14699;5551;25/10/2008;25/10/2008;PHF;ATL;N708EV
14700;5551;27/10/2008;27/10/2008;PHF;ATL;N379CA
14701;5552;26/10/2008;26/10/2008;CRW;ATL;N847AS
14702;5552;27/10/2008;27/10/2008;CRW;ATL;N829AS
14703;5552;25/10/2008;25/10/2008;CRW;ATL;N972EV
14704;5553;26/10/2008;26/10/2008;ATL;CAE;N755EV
14705;5553;25/10/2008;25/10/2008;CAE;ATL;N921EV
14706;5553;26/10/2008;26/10/2008;CAE;ATL;N755EV
14707;5553;27/10/2008;27/10/2008;CAE;ATL;N852AS
14708;5554;26/10/2008;26/10/2008;VPS;ATL;N821AS
14709;5554;25/10/2008;25/10/2008;VPS;ATL;N355CA
14710;5554;27/10/2008;27/10/2008;VPS;ATL;N724EV
14711;5556;26/10/2008;26/10/2008;SGF;ATL;N872AS
14712;5556;25/10/2008;25/10/2008;SGF;ATL;N900EV
14713;5556;27/10/2008;27/10/2008;SGF;ATL;N873AS
14714;5557;25/10/2008;25/10/2008;ATL;JAN;N884AS
14715;5558;26/10/2008;26/10/2008;PNS;ATL;N754EV
14716;5558;25/10/2008;25/10/2008;PNS;ATL;N760EV
14717;5558;27/10/2008;27/10/2008;PNS;ATL;N379CA
14718;5560;26/10/2008;26/10/2008;ATL;FLO;N937EV
14719;5560;27/10/2008;27/10/2008;ATL;FLO;N873AS
14720;5560;25/10/2008;25/10/2008;ATL;FLO;N885AS
14721;5561;27/10/2008;27/10/2008;ATL;VLD;N868AS
14722;5561;25/10/2008;25/10/2008;ATL;VLD;N909EV
14723;5561;26/10/2008;26/10/2008;ATL;VLD;N881AS
14724;5561;26/10/2008;26/10/2008;VLD;ATL;N881AS
14725;5561;27/10/2008;27/10/2008;VLD;ATL;N868AS
14726;5563;25/10/2008;25/10/2008;CVG;RDU;N683BR
14727;5563;26/10/2008;26/10/2008;CVG;SDF;N825AS
14728;5563;27/10/2008;27/10/2008;CVG;SDF;N909EV
14729;5563;27/10/2008;27/10/2008;PVD;CVG;N909EV
14730;5563;25/10/2008;25/10/2008;PVD;CVG;N681BR
14731;5563;26/10/2008;26/10/2008;PVD;CVG;N825AS
14732;5564;26/10/2008;26/10/2008;TUL;ATL;N840AS
14733;5564;27/10/2008;27/10/2008;TUL;ATL;N850AS
14734;5564;25/10/2008;25/10/2008;TUL;ATL;N858AS
14735;5566;25/10/2008;25/10/2008;ABY;ATL;N932EV
14736;5566;26/10/2008;26/10/2008;ABY;ATL;N924EV
14737;5567;27/10/2008;27/10/2008;ABE;ATL;N848AS
14738;5567;26/10/2008;26/10/2008;ABE;ATL;N830AS
14739;5567;25/10/2008;25/10/2008;ABE;ATL;N926EV
14740;5568;27/10/2008;27/10/2008;VPS;ATL;N824AS
14741;5568;26/10/2008;26/10/2008;VPS;ATL;N835AS
14742;5568;25/10/2008;25/10/2008;VPS;ATL;N914EV
14743;5569;25/10/2008;25/10/2008;AEX;ATL;N845AS
14744;5569;26/10/2008;26/10/2008;AEX;ATL;N932EV
14745;5569;27/10/2008;27/10/2008;AEX;ATL;N877AS
14746;5570;27/10/2008;27/10/2008;AEX;ATL;N879AS
14747;5570;25/10/2008;25/10/2008;AEX;ATL;N873AS
14748;5570;26/10/2008;26/10/2008;AEX;ATL;N973EV
14749;5571;27/10/2008;27/10/2008;ATL;MLB;N759EV
14750;5571;25/10/2008;25/10/2008;ATL;MLB;N758EV
14751;5571;26/10/2008;26/10/2008;ATL;MLB;N709EV
14752;5572;27/10/2008;27/10/2008;ATL;CRW;N821AS
14753;5572;26/10/2008;26/10/2008;ATL;CRW;N886AS
14754;5573;26/10/2008;26/10/2008;LEX;ATL;N718EV
14755;5573;25/10/2008;25/10/2008;LEX;ATL;N723EV
14756;5573;27/10/2008;27/10/2008;LEX;ATL;N836AS
14757;5574;26/10/2008;26/10/2008;DAY;ATL;N852AS
14758;5574;27/10/2008;27/10/2008;DAY;ATL;N683BR
14759;5575;25/10/2008;25/10/2008;ATL;LAW;N914EV
14760;5575;27/10/2008;27/10/2008;ATL;LAW;N683BR
14761;5576;27/10/2008;27/10/2008;CHA;ATL;N900EV
14762;5576;25/10/2008;25/10/2008;CHA;ATL;N872AS
14763;5576;26/10/2008;26/10/2008;CHA;ATL;N643AS
14764;5577;25/10/2008;25/10/2008;ABY;ATL;N914EV
14765;5577;26/10/2008;26/10/2008;ABY;ATL;N835AS
14766;5577;27/10/2008;27/10/2008;ABY;ATL;N824AS
14767;5578;25/10/2008;25/10/2008;GPT;ATL;N717EV
14768;5578;27/10/2008;27/10/2008;GPT;ATL;N758EV
14769;5578;26/10/2008;26/10/2008;GPT;ATL;N758EV
14770;5579;26/10/2008;26/10/2008;ATL;TUL;N903EV
14771;5579;27/10/2008;27/10/2008;ATL;TUL;N972EV
14772;5580;26/10/2008;26/10/2008;DAB;ATL;N355CA
14773;5580;25/10/2008;25/10/2008;DAB;ATL;N738EV
14774;5581;25/10/2008;25/10/2008;FAY;ATL;N927EV
14775;5581;26/10/2008;26/10/2008;FAY;ATL;N889AS
14776;5581;27/10/2008;27/10/2008;FAY;ATL;N929EV
14777;5582;26/10/2008;26/10/2008;ATL;ABE;N830AS
14778;5582;27/10/2008;27/10/2008;ATL;ABE;N848AS
14779;5582;25/10/2008;25/10/2008;ATL;ABE;N926EV
14780;5583;27/10/2008;27/10/2008;BQK;ATL;N905EV
14781;5583;26/10/2008;26/10/2008;BQK;ATL;N974EV
14782;5585;26/10/2008;26/10/2008;ATL;TUL;N849AS
14783;5585;25/10/2008;25/10/2008;ATL;TUL;N836AS
14784;5585;27/10/2008;27/10/2008;ATL;TUL;N830AS
14785;5586;25/10/2008;25/10/2008;ATL;ORF;N980EV
14786;5586;26/10/2008;26/10/2008;ATL;ORF;N877AS
14787;5586;27/10/2008;27/10/2008;ATL;ORF;N920EV
14788;5586;26/10/2008;26/10/2008;ORF;ATL;N877AS
14789;5586;25/10/2008;25/10/2008;ORF;ATL;N980EV
14790;5586;27/10/2008;27/10/2008;ORF;ATL;N920EV
14791;5587;27/10/2008;27/10/2008;ATL;XNA;N880AS
14792;5587;26/10/2008;26/10/2008;ATL;XNA;N971EV
14793;5587;25/10/2008;25/10/2008;ATL;XNA;N834AS
14794;5590;26/10/2008;26/10/2008;ATL;DAY;N852AS
14795;5590;27/10/2008;27/10/2008;ATL;DAY;N683BR
14796;5590;25/10/2008;25/10/2008;GNV;ATL;N860AS
14797;5591;26/10/2008;26/10/2008;SDF;ATL;N825AS
14798;5591;27/10/2008;27/10/2008;SDF;ATL;N909EV
14799;5592;25/10/2008;25/10/2008;CSG;ATL;N929EV
14800;5593;26/10/2008;26/10/2008;ATL;FAY;N867AS
14801;5593;27/10/2008;27/10/2008;ATL;FAY;N922EV
14802;5596;26/10/2008;26/10/2008;ATL;SWF;N879AS
14803;5596;25/10/2008;25/10/2008;ATL;SWF;N832AS
14804;5596;27/10/2008;27/10/2008;ATL;SWF;N853AS
14805;5596;25/10/2008;25/10/2008;SWF;ATL;N832AS
14806;5596;26/10/2008;26/10/2008;SWF;ATL;N879AS
14807;5596;27/10/2008;27/10/2008;SWF;ATL;N853AS
14808;5597;26/10/2008;26/10/2008;ATL;SDF;N833AS
14809;5597;27/10/2008;27/10/2008;ATL;SDF;N760EV
14810;5597;27/10/2008;27/10/2008;GSO;ATL;N754EV
14811;5597;26/10/2008;26/10/2008;GSO;ATL;N827AS
14812;5598;27/10/2008;27/10/2008;ATL;MKE;N753EV
14813;5598;26/10/2008;26/10/2008;ATL;MKE;N751EV
14814;5599;25/10/2008;25/10/2008;ATL;PNS;N753EV
14815;5601;26/10/2008;26/10/2008;ATL;ALB;N738EV
14816;5601;27/10/2008;27/10/2008;ATL;ALB;N707EV
14817;5603;26/10/2008;26/10/2008;AVL;ATL;N641AS
14818;5603;27/10/2008;27/10/2008;AVL;ATL;N635AS
14819;5603;25/10/2008;25/10/2008;AVL;ATL;N879AS
14820;5604;25/10/2008;25/10/2008;ATL;ALB;N659CA
14821;5604;26/10/2008;26/10/2008;ATL;ALB;N722EV
14822;5604;27/10/2008;27/10/2008;ATL;ALB;N709EV
14823;5605;27/10/2008;27/10/2008;ATL;MOB;N833AS
14824;5605;26/10/2008;26/10/2008;MOB;ATL;N707EV
14825;5605;27/10/2008;27/10/2008;MOB;ATL;N833AS
14826;5607;26/10/2008;26/10/2008;CAE;ATL;N379CA
14827;5607;27/10/2008;27/10/2008;CAE;ATL;N723EV
14828;5608;27/10/2008;27/10/2008;ATL;CSG;N926EV
14829;5608;26/10/2008;26/10/2008;ATL;CSG;N680BR
14830;5608;25/10/2008;25/10/2008;ATL;CSG;N920EV
14831;5609;26/10/2008;26/10/2008;ATL;MKE;N927EV
14832;5609;27/10/2008;27/10/2008;ATL;MKE;N834AS
14833;5610;27/10/2008;27/10/2008;ATL;CAK;N751EV
14834;5610;26/10/2008;26/10/2008;ATL;CAK;N317CA
14835;5610;26/10/2008;26/10/2008;CAK;ATL;N317CA
14836;5610;27/10/2008;27/10/2008;CAK;ATL;N751EV
14837;5611;25/10/2008;25/10/2008;MLB;ATL;N761ND
14838;5611;27/10/2008;27/10/2008;MLB;ATL;N738EV
14839;5612;25/10/2008;25/10/2008;ATL;PWM;N717EV
14840;5612;26/10/2008;26/10/2008;ATL;PWM;N331CA
14841;5612;27/10/2008;27/10/2008;ATL;PWM;N355CA
14842;5613;25/10/2008;25/10/2008;ATL;FAY;N917EV
14843;5613;26/10/2008;26/10/2008;ATL;FAY;N857AS
14844;5613;27/10/2008;27/10/2008;ATL;FAY;N924EV
14845;5613;27/10/2008;27/10/2008;SWF;ATL;N924EV
14846;5613;25/10/2008;25/10/2008;SWF;ATL;N917EV
14847;5613;26/10/2008;26/10/2008;SWF;ATL;N932EV
14848;5614;27/10/2008;27/10/2008;ATL;ILM;N976EV
14849;5614;25/10/2008;25/10/2008;ATL;ILM;N835AS
14850;5614;26/10/2008;26/10/2008;ATL;ILM;N877AS
14851;5614;27/10/2008;27/10/2008;PFN;ATL;N976EV
14852;5614;26/10/2008;26/10/2008;PFN;ATL;N904EV
14853;5614;25/10/2008;25/10/2008;PFN;ATL;N931EV
14854;5615;27/10/2008;27/10/2008;ABY;ATL;N901EV
14855;5615;27/10/2008;27/10/2008;ATL;AVL;N901EV
14856;5616;25/10/2008;25/10/2008;RIC;ATL;N827AS
14857;5616;27/10/2008;27/10/2008;RIC;ATL;N683BR
14858;5617;27/10/2008;27/10/2008;ATL;SRQ;N659CA
14859;5617;26/10/2008;26/10/2008;ATL;SRQ;N331CA
14860;5617;25/10/2008;25/10/2008;ATL;SRQ;N877AS
14861;5617;26/10/2008;26/10/2008;SRQ;ATL;N331CA
14862;5617;27/10/2008;27/10/2008;SRQ;ATL;N659CA
14863;5618;26/10/2008;26/10/2008;ATL;XNA;N838AS
14864;5618;27/10/2008;27/10/2008;ATL;XNA;N921EV
14865;5618;25/10/2008;25/10/2008;ATL;XNA;N876AS
14866;5620;27/10/2008;27/10/2008;ATL;FNT;N858AS
14867;5620;25/10/2008;25/10/2008;ATL;FNT;N710EV
14868;5620;25/10/2008;25/10/2008;PHF;ATL;N710EV
14869;5620;27/10/2008;27/10/2008;PHF;ATL;N684BR
14870;5621;26/10/2008;26/10/2008;BTR;ATL;N878AS
14871;5623;27/10/2008;27/10/2008;SBN;ATL;N981EV
14872;5623;26/10/2008;26/10/2008;SBN;ATL;N681BR
14873;5623;25/10/2008;25/10/2008;SBN;ATL;N873AS
14874;5624;27/10/2008;27/10/2008;ROA;ATL;N922EV
14875;5624;26/10/2008;26/10/2008;ROA;ATL;N977EV
14876;5627;27/10/2008;27/10/2008;ATL;GPT;N759EV
14877;5627;25/10/2008;25/10/2008;ATL;GPT;N709EV
14878;5627;26/10/2008;26/10/2008;ATL;GPT;N748EV
14879;5701;27/10/2008;28/10/2008;ATL;HSV;N881AS
14880;5701;25/10/2008;26/10/2008;ATL;HSV;N861AS
14881;5702;26/10/2008;26/10/2008;OMA;ATL;N928EV
14882;5702;27/10/2008;27/10/2008;OMA;ATL;N833AS
14883;5703;27/10/2008;27/10/2008;ATL;BTR;N825AS
14884;5703;26/10/2008;26/10/2008;ATL;BTR;N844AS
14885;5704;27/10/2008;27/10/2008;ATL;MSN;N842AS
14886;5704;25/10/2008;25/10/2008;ATL;MSN;N850AS
14887;5704;26/10/2008;26/10/2008;ATL;MSN;N907EV
14888;5705;25/10/2008;25/10/2008;ALB;ATL;N720EV
14889;5705;26/10/2008;26/10/2008;ALB;ATL;N354CA
14890;5705;27/10/2008;27/10/2008;ALB;ATL;N723EV
14891;5705;27/10/2008;27/10/2008;ATL;CAE;N723EV
14892;5705;26/10/2008;26/10/2008;ATL;CAE;N379CA
14893;5706;27/10/2008;27/10/2008;ATL;DAB;N875AS
14894;5706;26/10/2008;26/10/2008;ATL;DAB;N317CA
14895;5706;25/10/2008;25/10/2008;ATL;DAB;N355CA
14896;5707;25/10/2008;25/10/2008;ATL;TYS;N880AS
14897;5707;26/10/2008;26/10/2008;ATL;TYS;N355CA
14898;5707;27/10/2008;27/10/2008;ATL;TYS;N717EV
14899;5708;27/10/2008;27/10/2008;OKC;ATL;N931EV
14900;5708;26/10/2008;26/10/2008;OKC;ATL;N919EV
14901;5709;27/10/2008;27/10/2008;CVG;HSV;N904EV
14902;5709;26/10/2008;26/10/2008;CVG;HSV;N979EV
14903;5709;25/10/2008;25/10/2008;MDT;CVG;N686BR
14904;5709;27/10/2008;27/10/2008;MDT;CVG;N904EV
14905;5709;26/10/2008;26/10/2008;MDT;CVG;N979EV
14906;5710;26/10/2008;26/10/2008;ATL;DAB;N759EV
14907;5710;25/10/2008;25/10/2008;ATL;DAB;N754EV
14908;5710;27/10/2008;27/10/2008;ATL;DAB;N331CA
14909;5710;27/10/2008;27/10/2008;DAB;ATL;N331CA
14910;5710;26/10/2008;26/10/2008;DAB;ATL;N759EV
14911;5710;25/10/2008;25/10/2008;DAB;ATL;N754EV
14912;5711;25/10/2008;25/10/2008;ATL;BTR;N878AS
14913;5711;26/10/2008;26/10/2008;ATL;BTR;N914EV
14914;5711;27/10/2008;27/10/2008;ATL;BTR;N929EV
14915;5711;27/10/2008;27/10/2008;BTR;ATL;N929EV
14916;5711;26/10/2008;26/10/2008;BTR;ATL;N928EV
14917;5711;25/10/2008;25/10/2008;BTR;ATL;N877AS
14918;5712;27/10/2008;27/10/2008;XNA;ATL;N921EV
14919;5712;26/10/2008;26/10/2008;XNA;ATL;N838AS
14920;5712;25/10/2008;25/10/2008;XNA;ATL;N876AS
14921;5713;27/10/2008;27/10/2008;AVL;ATL;N901EV
14922;5714;26/10/2008;26/10/2008;TYS;ATL;N355CA
14923;5714;27/10/2008;27/10/2008;TYS;ATL;N717EV
14924;5714;25/10/2008;25/10/2008;TYS;ATL;N880AS
14925;5715;27/10/2008;27/10/2008;ATL;MLB;N740EV
14926;5715;26/10/2008;26/10/2008;ATL;MLB;N738EV
14927;5716;27/10/2008;27/10/2008;CVG;CAE;N925EV
14928;5716;26/10/2008;26/10/2008;CVG;CAE;N977EV
14929;5716;27/10/2008;27/10/2008;OKC;CVG;N925EV
14930;5716;26/10/2008;26/10/2008;OKC;CVG;N977EV
14931;5717;26/10/2008;26/10/2008;ATL;EYW;N752EV
14932;5717;25/10/2008;25/10/2008;ATL;EYW;N740EV
14933;5717;27/10/2008;27/10/2008;ATL;EYW;N707EV
14934;5718;27/10/2008;27/10/2008;EYW;ATL;N724EV
14935;5718;26/10/2008;26/10/2008;EYW;ATL;N390CA
14936;5719;26/10/2008;26/10/2008;ATL;EYW;N355CA
14937;5719;27/10/2008;27/10/2008;ATL;EYW;N718EV
14938;5719;25/10/2008;25/10/2008;ATL;EYW;N331CA
14939;5720;25/10/2008;25/10/2008;EYW;ATL;N740EV
14940;5720;27/10/2008;27/10/2008;EYW;ATL;N707EV
14941;5720;26/10/2008;26/10/2008;EYW;ATL;N752EV
14942;5721;26/10/2008;26/10/2008;ATL;EYW;N724EV
14943;5721;25/10/2008;25/10/2008;ATL;EYW;N390CA
14944;5722;25/10/2008;25/10/2008;EYW;ATL;N331CA
14945;5722;27/10/2008;27/10/2008;EYW;ATL;N718EV
14946;5722;26/10/2008;26/10/2008;EYW;ATL;N355CA
14958;100;25/10/2008;25/10/2008;DEN;MSP;N905FR
14959;100;26/10/2008;26/10/2008;DEN;MSP;N930FR
14960;100;27/10/2008;27/10/2008;DEN;MSP;N940FR
14961;102;25/10/2008;25/10/2008;PDX;DEN;N931FR
14962;102;26/10/2008;26/10/2008;PDX;DEN;N915FR
14963;102;27/10/2008;27/10/2008;PDX;DEN;N928FR
14964;106;26/10/2008;26/10/2008;DEN;MSP;N924FR
14965;106;27/10/2008;27/10/2008;DEN;MSP;N933FR
14966;107;26/10/2008;26/10/2008;MSP;DEN;N924FR
14967;107;27/10/2008;27/10/2008;MSP;DEN;N933FR
14968;109;25/10/2008;25/10/2008;DEN;MSP;N945FR
14969;109;26/10/2008;26/10/2008;DEN;MSP;N925FR
14970;109;27/10/2008;27/10/2008;DEN;MSP;N935FR
14971;110;25/10/2008;25/10/2008;DEN;MSP;N801FR
14972;110;26/10/2008;26/10/2008;DEN;MSP;N802FR
14973;110;27/10/2008;27/10/2008;DEN;MSP;N805FR
14974;111;25/10/2008;25/10/2008;MSP;DEN;N801FR
14975;111;26/10/2008;26/10/2008;MSP;DEN;N802FR
14976;111;27/10/2008;27/10/2008;MSP;DEN;N805FR
14977;115;25/10/2008;25/10/2008;MSP;DEN;N905FR
14978;115;26/10/2008;26/10/2008;MSP;DEN;N930FR
14979;115;27/10/2008;27/10/2008;MSP;DEN;N940FR
14980;122;25/10/2008;25/10/2008;DEN;DFW;N930FR
14981;122;26/10/2008;26/10/2008;DEN;DFW;N902FR
14982;122;27/10/2008;27/10/2008;DEN;DFW;N918FR
14983;123;25/10/2008;25/10/2008;DFW;DEN;N806FR
14984;123;26/10/2008;26/10/2008;DFW;DEN;N908FR
14985;123;27/10/2008;27/10/2008;DFW;DEN;N923FR
14986;128;25/10/2008;25/10/2008;DEN;DFW;N806FR
14987;128;26/10/2008;26/10/2008;DEN;DFW;N908FR
14988;128;27/10/2008;27/10/2008;DEN;DFW;N923FR
14989;130;26/10/2008;26/10/2008;DEN;DFW;N918FR
14990;130;27/10/2008;27/10/2008;DEN;DFW;N926FR
14991;135;26/10/2008;26/10/2008;DFW;DEN;N918FR
14992;135;27/10/2008;27/10/2008;DFW;DEN;N926FR
14993;143;25/10/2008;25/10/2008;IAH;DEN;N802FR
14994;143;26/10/2008;26/10/2008;IAH;DEN;N919FR
14995;143;27/10/2008;27/10/2008;IAH;DEN;N908FR
14996;144;25/10/2008;25/10/2008;DEN;IAH;N809FR
14997;144;26/10/2008;26/10/2008;DEN;IAH;N904FR
14998;144;27/10/2008;27/10/2008;DEN;IAH;N939FR
14999;145;25/10/2008;25/10/2008;IAH;DEN;N809FR
15000;145;26/10/2008;26/10/2008;IAH;DEN;N904FR
15001;145;27/10/2008;27/10/2008;IAH;DEN;N939FR
15002;147;25/10/2008;25/10/2008;IAH;DEN;N807FR
15003;147;25/10/2008;25/10/2008;DEN;ABQ;N942FR
15004;147;26/10/2008;26/10/2008;IAH;DEN;N806FR
15005;147;26/10/2008;26/10/2008;DEN;ABQ;N806FR
15006;147;27/10/2008;27/10/2008;IAH;DEN;N812FR
15007;147;27/10/2008;27/10/2008;DEN;ABQ;N812FR
15008;148;26/10/2008;26/10/2008;DEN;IAH;N908FR
15009;148;27/10/2008;27/10/2008;DEN;IAH;N933FR
15010;161;25/10/2008;25/10/2008;ABQ;DEN;N804FR
15011;161;26/10/2008;26/10/2008;ABQ;DEN;N807FR
15012;161;27/10/2008;27/10/2008;ABQ;DEN;N809FR
15013;162;25/10/2008;25/10/2008;DEN;AUS;N946FR
15014;162;26/10/2008;26/10/2008;DEN;AUS;N808FR
15015;162;27/10/2008;27/10/2008;DEN;AUS;N801FR
15016;164;25/10/2008;25/10/2008;SJC;DEN;N810FR
15017;164;26/10/2008;26/10/2008;SJC;DEN;N937FR
15018;164;27/10/2008;27/10/2008;SJC;DEN;N940FR
15019;165;26/10/2008;26/10/2008;DEN;SJC;N940FR
15020;165;27/10/2008;27/10/2008;DEN;SJC;N940FR
15021;166;26/10/2008;26/10/2008;SJC;DEN;N810FR
15022;166;27/10/2008;27/10/2008;SJC;DEN;N809FR
15023;167;25/10/2008;25/10/2008;DFW;DEN;N808FR
15024;167;25/10/2008;25/10/2008;DEN;SJC;N937FR
15025;167;26/10/2008;26/10/2008;DFW;DEN;N807FR
15026;167;26/10/2008;26/10/2008;DEN;SJC;N810FR
15027;167;27/10/2008;27/10/2008;DFW;DEN;N809FR
15028;167;27/10/2008;27/10/2008;DEN;SJC;N809FR
15029;168;25/10/2008;25/10/2008;SJC;DEN;N902FR
15030;168;26/10/2008;26/10/2008;SJC;DEN;N933FR
15031;168;27/10/2008;27/10/2008;SJC;DEN;N912FR
15032;169;25/10/2008;25/10/2008;DEN;SJC;N902FR
15033;169;26/10/2008;26/10/2008;DEN;SJC;N933FR
15034;169;27/10/2008;27/10/2008;DEN;SJC;N912FR
15035;171;25/10/2008;25/10/2008;DEN;TUS;N948FR
15036;171;26/10/2008;26/10/2008;DEN;TUS;N945FR
15037;171;27/10/2008;27/10/2008;DEN;TUS;N902FR
15038;178;25/10/2008;25/10/2008;TUS;DEN;N948FR
15039;178;26/10/2008;26/10/2008;TUS;DEN;N945FR
15040;178;27/10/2008;27/10/2008;TUS;DEN;N902FR
15041;179;25/10/2008;25/10/2008;DEN;TUS;N806FR
15042;179;26/10/2008;26/10/2008;DEN;TUS;N802FR
15043;179;27/10/2008;27/10/2008;DEN;TUS;N805FR
15044;180;25/10/2008;25/10/2008;DEN;OKC;N804FR
15045;180;26/10/2008;26/10/2008;DEN;OKC;N934FR
15046;180;27/10/2008;27/10/2008;DEN;OKC;N923FR
15047;188;25/10/2008;25/10/2008;OKC;DEN;N906FR
15048;188;26/10/2008;26/10/2008;OKC;DEN;N804FR
15049;188;27/10/2008;27/10/2008;OKC;DEN;N934FR
15050;191;25/10/2008;25/10/2008;DEN;DAY;N904FR
15051;191;26/10/2008;26/10/2008;DEN;DAY;N947FR
15052;191;27/10/2008;27/10/2008;DEN;DAY;N928FR
15053;192;25/10/2008;25/10/2008;DAY;DEN;N804FR
15054;192;25/10/2008;25/10/2008;DEN;ABQ;N804FR
15055;192;26/10/2008;26/10/2008;DAY;DEN;N803FR
15056;192;26/10/2008;26/10/2008;DEN;ABQ;N807FR
15057;192;27/10/2008;27/10/2008;DAY;DEN;N809FR
15058;192;27/10/2008;27/10/2008;DEN;ABQ;N809FR
15059;197;25/10/2008;25/10/2008;ABQ;DEN;N803FR
15060;197;25/10/2008;25/10/2008;DEN;DAY;N803FR
15061;197;26/10/2008;26/10/2008;ABQ;DEN;N809FR
15062;197;26/10/2008;26/10/2008;DEN;DAY;N809FR
15063;197;27/10/2008;27/10/2008;ABQ;DEN;N810FR
15064;197;27/10/2008;27/10/2008;DEN;DAY;N810FR
15065;198;25/10/2008;25/10/2008;DAY;DEN;N904FR
15066;198;26/10/2008;26/10/2008;DAY;DEN;N947FR
15067;198;27/10/2008;27/10/2008;DAY;DEN;N928FR
15068;216;25/10/2008;25/10/2008;DEN;AUS;N934FR
15069;216;27/10/2008;27/10/2008;DEN;AUS;N924FR
15070;217;25/10/2008;25/10/2008;AUS;DEN;N934FR
15071;217;27/10/2008;27/10/2008;AUS;DEN;N924FR
15072;218;25/10/2008;25/10/2008;DEN;AUS;N929FR
15073;218;26/10/2008;26/10/2008;DEN;AUS;N929FR
15074;218;27/10/2008;27/10/2008;DEN;AUS;N922FR
15075;219;25/10/2008;25/10/2008;AUS;DEN;N929FR
15076;219;26/10/2008;26/10/2008;AUS;DEN;N929FR
15077;219;27/10/2008;27/10/2008;AUS;DEN;N922FR
15078;221;26/10/2008;26/10/2008;DEN;SMF;N926FR
15079;221;27/10/2008;27/10/2008;DEN;SMF;N913FR
15080;222;25/10/2008;25/10/2008;SMF;DEN;N923FR
15081;222;26/10/2008;26/10/2008;SMF;DEN;N805FR
15082;222;27/10/2008;27/10/2008;SMF;DEN;N926FR
15083;224;26/10/2008;26/10/2008;SMF;DEN;N805FR
15084;224;27/10/2008;27/10/2008;SMF;DEN;N806FR
15085;225;25/10/2008;25/10/2008;ATL;DEN;N807FR
15086;225;25/10/2008;25/10/2008;DEN;SMF;N807FR
15087;225;26/10/2008;26/10/2008;ATL;DEN;N801FR
15088;225;26/10/2008;26/10/2008;DEN;SMF;N803FR
15089;225;27/10/2008;27/10/2008;ATL;DEN;N812FR
15090;225;27/10/2008;27/10/2008;DEN;SMF;N812FR
15091;226;25/10/2008;25/10/2008;SMF;DEN;N807FR
15092;226;25/10/2008;25/10/2008;DEN;IAH;N807FR
15093;226;26/10/2008;26/10/2008;SMF;DEN;N803FR
15094;226;26/10/2008;26/10/2008;DEN;IAH;N806FR
15095;226;27/10/2008;27/10/2008;SMF;DEN;N812FR
15096;226;27/10/2008;27/10/2008;DEN;IAH;N812FR
15097;227;25/10/2008;25/10/2008;DEN;SMF;N805FR
15098;227;26/10/2008;26/10/2008;DEN;SMF;N805FR
15099;227;27/10/2008;27/10/2008;DEN;SMF;N806FR
15100;228;25/10/2008;25/10/2008;SMF;DEN;N939FR
15101;228;26/10/2008;26/10/2008;SMF;DEN;N934FR
15102;228;27/10/2008;27/10/2008;SMF;DEN;N923FR
15103;229;25/10/2008;25/10/2008;DEN;SMF;N939FR
15104;229;26/10/2008;26/10/2008;DEN;SMF;N934FR
15105;229;27/10/2008;27/10/2008;DEN;SMF;N923FR
15106;231;25/10/2008;25/10/2008;BNA;DEN;N810FR
15107;231;26/10/2008;26/10/2008;BNA;DEN;N810FR
15108;231;27/10/2008;27/10/2008;BNA;DEN;N804FR
15109;232;25/10/2008;25/10/2008;DEN;BNA;N810FR
15110;232;25/10/2008;25/10/2008;GEG;DEN;N916FR
15111;232;26/10/2008;26/10/2008;DEN;BNA;N810FR
15112;232;26/10/2008;26/10/2008;GEG;DEN;N935FR
15113;232;27/10/2008;27/10/2008;GEG;DEN;N804FR
15114;232;27/10/2008;27/10/2008;DEN;BNA;N804FR
15115;234;25/10/2008;25/10/2008;DEN;BNA;N906FR
15116;234;26/10/2008;26/10/2008;DEN;BNA;N926FR
15117;234;27/10/2008;27/10/2008;DEN;BNA;N913FR
15118;235;25/10/2008;25/10/2008;BNA;DEN;N906FR
15119;235;26/10/2008;26/10/2008;BNA;DEN;N926FR
15120;235;27/10/2008;27/10/2008;BNA;DEN;N913FR
15121;237;25/10/2008;25/10/2008;DEN;BNA;N939FR
15122;237;26/10/2008;26/10/2008;DEN;BNA;N905FR
15123;237;27/10/2008;27/10/2008;DEN;BNA;N937FR
15124;239;25/10/2008;25/10/2008;BNA;DEN;N928FR
