ID_INCIDENCIA;ID_VUELO;Tipo;Causa;Tiempo
1723;14452;RETRASO;Carrier;44
1724;14458;RETRASO;Carrier;8
1725;14460;RETRASO;Carrier;41
1726;14485;RETRASO;Carrier;77
1727;14493;RETRASO;Carrier;15
1728;14512;RETRASO;Carrier;6
1729;14519;RETRASO;Carrier;41
1730;14520;RETRASO;Carrier;18
1731;14532;RETRASO;Carrier;9
1732;14543;RETRASO;Carrier;31
1733;14571;RETRASO;Carrier;15
1734;14590;RETRASO;Carrier;38
1735;14616;RETRASO;Carrier;6
1736;14618;RETRASO;Carrier;16
1737;14627;RETRASO;Carrier;347
1738;14636;RETRASO;Carrier;12
1739;14656;RETRASO;Carrier;5
1740;14679;RETRASO;Carrier;2
1741;14686;RETRASO;Carrier;12
1742;14688;RETRASO;Carrier;98
1743;14690;RETRASO;Carrier;48
1744;14697;RETRASO;Carrier;11
1745;14700;RETRASO;Carrier;10
1746;14719;RETRASO;Carrier;28
1747;14750;RETRASO;Carrier;6
1748;14760;RETRASO;Carrier;9
1749;14764;RETRASO;Carrier;5
1750;14773;RETRASO;Carrier;11
1751;14791;RETRASO;Carrier;23
1752;14794;RETRASO;Carrier;29
1753;14808;RETRASO;Carrier;5
1754;14816;RETRASO;Carrier;139
1755;14824;RETRASO;Carrier;26
1756;14832;RETRASO;Carrier;109
1757;14834;RETRASO;Carrier;7
1758;14842;RETRASO;Carrier;2
1759;14844;RETRASO;Carrier;21
1760;14862;RETRASO;Carrier;6
1761;14872;RETRASO;Carrier;2
1762;14873;RETRASO;Carrier;7
1763;14881;RETRASO;Carrier;8
1764;14884;RETRASO;Carrier;199
1765;14925;RETRASO;Carrier;32
1766;14932;RETRASO;Carrier;26
1767;14935;RETRASO;Carrier;12
1768;14965;RETRASO;Carrier;20
1769;15089;RETRASO;Carrier;1
1770;15107;RETRASO;Carrier;6
1771;15134;RETRASO;Carrier;9
1772;15158;RETRASO;Carrier;11
1773;15185;RETRASO;Carrier;1
1774;15204;RETRASO;Carrier;16
1775;15206;RETRASO;Carrier;12
1776;15211;RETRASO;Carrier;16
1777;15280;RETRASO;Carrier;1
1778;15296;RETRASO;Carrier;356
1779;15300;RETRASO;Carrier;25
1780;15306;RETRASO;Carrier;15
1781;15317;RETRASO;Carrier;3
1782;15330;RETRASO;Carrier;3
1783;15343;RETRASO;Carrier;93
1784;15361;RETRASO;Carrier;7
1785;15363;RETRASO;Carrier;23
1786;15409;RETRASO;Carrier;3
1787;15433;RETRASO;Carrier;7
1788;15440;RETRASO;Carrier;32
1789;15475;RETRASO;Carrier;2
1790;15477;RETRASO;Carrier;2
1791;15478;RETRASO;Carrier;14
1792;15487;RETRASO;Carrier;2
1793;15489;RETRASO;Carrier;6
1794;15504;RETRASO;Carrier;2
1795;15522;RETRASO;Carrier;50
1796;15524;RETRASO;Carrier;15
1797;15561;RETRASO;Carrier;30
1798;15595;RETRASO;Carrier;1
1799;15616;RETRASO;Carrier;6
1800;15664;RETRASO;Carrier;7
1801;15665;RETRASO;Carrier;83
1802;15681;RETRASO;Carrier;21
1803;15683;RETRASO;Carrier;7
1804;15689;RETRASO;Carrier;21
1805;15692;RETRASO;Carrier;19
1806;15697;RETRASO;Carrier;29
1807;15701;RETRASO;Carrier;16
1808;15709;RETRASO;Carrier;25
1809;15710;RETRASO;Carrier;41
1810;15738;RETRASO;Carrier;78
1811;15740;RETRASO;Carrier;12
1812;15743;RETRASO;Carrier;19
1813;15747;RETRASO;Carrier;42
1814;15756;RETRASO;Carrier;7
1815;15763;RETRASO;Carrier;17
1816;15775;RETRASO;Carrier;23
1817;15787;RETRASO;Carrier;3
1818;15790;RETRASO;Carrier;8
1819;15793;RETRASO;Carrier;88
1820;15806;RETRASO;Carrier;20
1821;15835;RETRASO;Carrier;53
1822;15836;RETRASO;Carrier;56
1823;15838;RETRASO;Carrier;16
1824;15858;RETRASO;Carrier;23
1825;15908;RETRASO;Carrier;4
1826;15927;RETRASO;Carrier;5
1827;15929;RETRASO;Carrier;6
1828;15930;RETRASO;Carrier;17
1829;15942;RETRASO;Carrier;15
1830;15944;RETRASO;Carrier;33
1831;15964;RETRASO;Carrier;15
1832;15967;RETRASO;Carrier;13
1833;15975;RETRASO;Carrier;5
1834;15976;RETRASO;Carrier;22
1835;16076;RETRASO;Carrier;41
1836;16144;RETRASO;Carrier;9
1837;16202;RETRASO;Carrier;13
1838;16208;RETRASO;Carrier;8
1839;16211;RETRASO;Carrier;28
1840;16233;RETRASO;Carrier;3
1841;16269;RETRASO;Carrier;6
1842;16288;RETRASO;Carrier;26
1843;16292;RETRASO;Carrier;22
1844;16304;RETRASO;Carrier;29
1845;16306;RETRASO;Carrier;3
1846;16321;RETRASO;Carrier;1
1847;16324;RETRASO;Carrier;1
1848;16325;RETRASO;Carrier;15
1849;16329;RETRASO;Carrier;79
1850;16340;RETRASO;Carrier;28
1851;16349;RETRASO;Carrier;17
1852;16362;RETRASO;Carrier;24
1853;16394;RETRASO;Carrier;18
1854;16395;RETRASO;Carrier;28
1855;16396;RETRASO;Carrier;16
1856;16442;RETRASO;Carrier;35
1857;16449;RETRASO;Carrier;26
1858;16462;RETRASO;Carrier;22
1859;16470;RETRASO;Carrier;23
1860;16473;RETRASO;Carrier;21
1861;16481;RETRASO;Carrier;46
1862;16494;RETRASO;Carrier;15
1863;16505;RETRASO;Carrier;17
1864;16525;RETRASO;Carrier;21
1865;16531;RETRASO;Carrier;79
1866;16533;RETRASO;Carrier;91
1867;16554;RETRASO;Carrier;52
1868;16589;RETRASO;Carrier;12
1869;16661;RETRASO;Carrier;12
1870;16679;RETRASO;Carrier;10
1871;16689;RETRASO;Carrier;4
1872;16694;RETRASO;Carrier;15
1873;16709;RETRASO;Carrier;160
1874;16745;RETRASO;Carrier;13
1875;16757;RETRASO;Carrier;17
1876;16776;RETRASO;Carrier;19
1877;16791;RETRASO;Carrier;51
1878;16826;RETRASO;Carrier;1
1879;16857;RETRASO;Carrier;49
1880;16869;RETRASO;Carrier;4
1881;16873;RETRASO;Carrier;19
1882;16889;RETRASO;Carrier;59
1883;16916;RETRASO;Carrier;30
1884;16993;RETRASO;Carrier;16
1885;17001;RETRASO;Carrier;30
1886;17016;RETRASO;Carrier;264
1887;17024;RETRASO;Carrier;53
1888;17027;RETRASO;Carrier;1
1889;17045;RETRASO;Carrier;25
1890;17083;RETRASO;Carrier;13
1891;17103;RETRASO;Carrier;18
1892;17108;RETRASO;Carrier;16
1893;17123;RETRASO;Carrier;30
1894;17125;RETRASO;Carrier;9
1895;17129;RETRASO;Carrier;19
1896;17179;RETRASO;Carrier;21
1897;17180;RETRASO;Carrier;34
1898;17185;RETRASO;Carrier;43
1899;17227;RETRASO;Carrier;5
1900;17238;RETRASO;Carrier;20
1901;17283;RETRASO;Carrier;4
1902;17287;RETRASO;Carrier;19
1903;17292;RETRASO;Carrier;16
1904;17347;RETRASO;Carrier;12
1905;17354;RETRASO;Carrier;14
1906;17381;RETRASO;Carrier;8
1907;17393;RETRASO;Carrier;9
1908;17396;RETRASO;Carrier;50
1909;17410;RETRASO;Carrier;54
1910;17429;RETRASO;Carrier;3
1911;17446;RETRASO;Carrier;17
1912;17458;RETRASO;Carrier;23
1913;17461;RETRASO;Carrier;37
1914;17492;RETRASO;Carrier;24
1915;17507;RETRASO;Carrier;36
1916;17521;RETRASO;Carrier;1
1917;17530;RETRASO;Carrier;1
1918;17600;RETRASO;Carrier;23
1919;17667;RETRASO;Carrier;24
1920;17752;RETRASO;Carrier;21
1921;17753;RETRASO;Carrier;37
1922;17759;RETRASO;Carrier;33
1923;17760;RETRASO;Carrier;15
1924;17761;RETRASO;Carrier;8
1925;17764;RETRASO;Carrier;21
1926;17765;RETRASO;Carrier;35
1927;17768;RETRASO;Carrier;85
1928;17770;RETRASO;Carrier;18
1929;17771;RETRASO;Carrier;16
1930;17772;RETRASO;Carrier;24
1931;17775;RETRASO;Carrier;19
1932;17777;RETRASO;Carrier;27
1933;17779;RETRASO;Carrier;31
1934;17783;RETRASO;Carrier;36
1935;17784;RETRASO;Carrier;26
1936;17789;RETRASO;Carrier;31
1937;17801;RETRASO;Carrier;26
1938;17818;RETRASO;Carrier;33
1939;17824;RETRASO;Carrier;89
1940;17825;RETRASO;Carrier;20
1941;17826;RETRASO;Carrier;19
1942;17975;RETRASO;Carrier;2
1943;17978;RETRASO;Carrier;19
1944;17989;RETRASO;Carrier;52
1945;18013;RETRASO;Carrier;2
1946;18019;RETRASO;Carrier;5
1947;18021;RETRASO;Carrier;9
1948;18023;RETRASO;Carrier;47
1949;18025;RETRASO;Carrier;2
1950;18065;RETRASO;Carrier;8
1951;18068;RETRASO;Carrier;15
1952;18074;RETRASO;Carrier;46
1953;18076;RETRASO;Carrier;4
1954;18077;RETRASO;Carrier;91
1955;18079;RETRASO;Carrier;107
1956;18085;RETRASO;Carrier;18
1957;18106;RETRASO;Carrier;20
1958;18121;RETRASO;Carrier;5
1959;18124;RETRASO;Carrier;20
1960;18125;RETRASO;Carrier;1
1961;18127;RETRASO;Carrier;1
1962;18128;RETRASO;Carrier;2
1963;18155;RETRASO;Carrier;7
1964;18158;RETRASO;Carrier;3
1965;18160;RETRASO;Carrier;44
1966;18199;RETRASO;Carrier;3
1967;18202;RETRASO;Carrier;37
1968;18205;RETRASO;Carrier;11
1969;18214;RETRASO;Carrier;53
1970;18271;RETRASO;Carrier;3
1971;18516;RETRASO;Carrier;25
1972;18528;RETRASO;Carrier;83
1973;18548;RETRASO;Carrier;48
1974;18568;RETRASO;Carrier;53
1975;18589;RETRASO;Carrier;19
1976;18595;RETRASO;Carrier;152
1977;18612;RETRASO;Carrier;6
1978;18621;RETRASO;Carrier;7
1979;18645;RETRASO;Carrier;21
1980;18653;RETRASO;Carrier;5
1981;18686;RETRASO;Carrier;3
1982;18729;RETRASO;Carrier;131
1983;18734;RETRASO;Carrier;28
1984;18759;RETRASO;Carrier;35
1985;18781;RETRASO;Carrier;1
1986;18793;RETRASO;Carrier;26
1987;18806;RETRASO;Carrier;67
1988;18813;RETRASO;Carrier;3
1989;18836;RETRASO;Carrier;58
1990;18838;RETRASO;Carrier;46
1991;18853;RETRASO;Carrier;111
1992;18865;RETRASO;Carrier;47
1993;18877;RETRASO;Carrier;3
1994;18880;RETRASO;Carrier;32
1995;18892;RETRASO;Carrier;19
1996;18923;RETRASO;Carrier;18
1997;18957;RETRASO;Carrier;20
1998;18964;RETRASO;Carrier;17
1999;18968;RETRASO;Carrier;12
2000;18969;RETRASO;Carrier;2
2001;18971;RETRASO;Carrier;49
2002;18972;RETRASO;Carrier;19
2003;18982;RETRASO;Carrier;31
2004;19022;RETRASO;Carrier;60
2005;19058;RETRASO;Carrier;12
2006;19059;RETRASO;Carrier;42
2007;19077;RETRASO;Carrier;17
2008;19078;RETRASO;Carrier;19
2009;19123;RETRASO;Carrier;2
2010;19176;RETRASO;Carrier;50
2011;19193;RETRASO;Carrier;82
2012;19200;RETRASO;Carrier;11
2013;19203;RETRASO;Carrier;5
2014;19227;RETRASO;Carrier;42
2015;19245;RETRASO;Carrier;20
2016;19248;RETRASO;Carrier;13
2017;19255;RETRASO;Carrier;7
2018;19260;RETRASO;Carrier;82
2019;19272;RETRASO;Carrier;33
2020;19276;RETRASO;Carrier;6
2021;19280;RETRASO;Carrier;21
2022;19292;RETRASO;Carrier;19
2023;19295;RETRASO;Carrier;29
2024;19322;RETRASO;Carrier;1
2025;19323;RETRASO;Carrier;35
2026;19344;RETRASO;Carrier;2
2027;19376;RETRASO;Carrier;26
2028;19381;RETRASO;Carrier;12
2029;19401;RETRASO;Carrier;11
2030;19404;RETRASO;Carrier;61
2031;19427;RETRASO;Carrier;105
2032;19432;RETRASO;Carrier;87
2033;19446;RETRASO;Carrier;6
2034;19453;RETRASO;Carrier;70
2035;19465;RETRASO;Carrier;10
2036;19480;RETRASO;Carrier;26
2037;19501;RETRASO;Carrier;89
2038;19508;RETRASO;Carrier;33
2039;19516;RETRASO;Carrier;39
2040;19521;RETRASO;Carrier;27
2041;19536;RETRASO;Carrier;30
2042;19562;RETRASO;Carrier;4
2043;19607;RETRASO;Carrier;19
2044;19619;RETRASO;Carrier;14
2045;19622;RETRASO;Carrier;80
2046;19646;RETRASO;Carrier;47
2047;19649;RETRASO;Carrier;1
2048;19659;RETRASO;Carrier;37
2049;19688;RETRASO;Carrier;23
2050;19713;RETRASO;Carrier;12
2051;19721;RETRASO;Carrier;15
2052;19733;RETRASO;Carrier;5
2053;19734;RETRASO;Carrier;25
2054;19743;RETRASO;Carrier;10
2055;19795;RETRASO;Carrier;14
2056;19797;RETRASO;Carrier;18
2057;19812;RETRASO;Carrier;6
2058;19821;RETRASO;Carrier;6
2059;19876;RETRASO;Carrier;41
2060;19880;RETRASO;Carrier;32
2061;19896;RETRASO;Carrier;12
2062;19904;RETRASO;Carrier;16
2063;19919;RETRASO;Carrier;33
2064;19941;RETRASO;Carrier;32
2065;19951;RETRASO;Carrier;22
2066;19959;RETRASO;Carrier;6
2067;19963;RETRASO;Carrier;6
2068;19966;RETRASO;Carrier;34
2069;19989;RETRASO;Carrier;28
2070;20009;RETRASO;Carrier;106
2071;20067;RETRASO;Carrier;15
2072;20076;RETRASO;Carrier;29
2073;20079;RETRASO;Carrier;105
2074;20081;RETRASO;Carrier;52
2075;20088;RETRASO;Carrier;21
2076;20123;RETRASO;Carrier;20
2077;20170;RETRASO;Carrier;37
2078;20171;RETRASO;Carrier;45
2079;20175;RETRASO;Carrier;9
2080;20214;RETRASO;Carrier;5
2081;20218;RETRASO;Carrier;6
2082;20227;RETRASO;Carrier;12
2083;20243;RETRASO;Carrier;19
2084;20265;RETRASO;Carrier;37
2085;20269;RETRASO;Carrier;33
2086;20272;RETRASO;Carrier;36
2087;20289;RETRASO;Carrier;8
2088;20303;RETRASO;Carrier;21
2089;20304;RETRASO;Carrier;20
2090;20318;RETRASO;Carrier;39
2091;20324;RETRASO;Carrier;34
2092;20330;RETRASO;Carrier;75
2093;20331;RETRASO;Carrier;48
2094;20343;RETRASO;Carrier;5
2095;20395;RETRASO;Carrier;115
2096;20402;RETRASO;Carrier;34
2097;20405;RETRASO;Carrier;19
2098;20428;RETRASO;Carrier;55
2099;20441;RETRASO;Carrier;76
2100;20445;RETRASO;Carrier;11
2101;20454;RETRASO;Carrier;10
2102;20455;RETRASO;Carrier;35
2103;20467;RETRASO;Carrier;29
2104;20477;RETRASO;Carrier;19
2105;20489;RETRASO;Carrier;13
2106;20492;RETRASO;Carrier;15
2107;20500;RETRASO;Carrier;39
2108;20503;RETRASO;Carrier;4
2109;20518;RETRASO;Carrier;9
2110;20519;RETRASO;Carrier;44
2111;20521;RETRASO;Carrier;28
2112;20527;RETRASO;Carrier;17
2113;20538;RETRASO;Carrier;111
2114;20542;RETRASO;Carrier;15
2115;20550;RETRASO;Carrier;21
2116;20580;RETRASO;Carrier;21
2117;20608;RETRASO;Carrier;16
2118;20635;RETRASO;Carrier;7
2119;20748;RETRASO;Carrier;75
2120;20770;RETRASO;Carrier;8
2121;20785;RETRASO;Carrier;15
2122;20811;RETRASO;Carrier;59
2123;20832;RETRASO;Carrier;10
2124;20838;RETRASO;Carrier;18
2125;20844;RETRASO;Carrier;9
2126;20873;RETRASO;Carrier;5
2127;20896;RETRASO;Carrier;47
2128;20904;RETRASO;Carrier;29
2129;20908;RETRASO;Carrier;15
2130;20914;RETRASO;Carrier;5
2131;20925;RETRASO;Carrier;36
2132;20927;RETRASO;Carrier;45
2133;20929;RETRASO;Carrier;61
2134;20948;RETRASO;Carrier;39
2135;20949;RETRASO;Carrier;24
2136;20956;RETRASO;Carrier;12
2137;20970;RETRASO;Carrier;75
2138;20984;RETRASO;Carrier;4
2139;20986;RETRASO;Carrier;29
2140;21006;RETRASO;Carrier;159
2141;21044;RETRASO;Carrier;76
2142;21089;RETRASO;Carrier;9
2143;21123;RETRASO;Carrier;21
2144;21125;RETRASO;Carrier;12
2145;21135;RETRASO;Carrier;8
2146;21139;RETRASO;Carrier;7
2147;21154;RETRASO;Carrier;55
2148;21162;RETRASO;Carrier;15
2149;21171;RETRASO;Carrier;11
2150;21201;RETRASO;Carrier;14
2151;21215;RETRASO;Carrier;14
2152;21216;RETRASO;Carrier;954
2153;21240;RETRASO;Carrier;6
2154;21256;RETRASO;Carrier;140
2155;21261;RETRASO;Carrier;8
2156;21287;RETRASO;Carrier;33
2157;21303;RETRASO;Carrier;4
2158;21318;RETRASO;Carrier;42
2159;21403;RETRASO;Carrier;20
2160;21404;RETRASO;Carrier;4
2161;21405;RETRASO;Carrier;20
2162;21414;RETRASO;Carrier;11
2163;21422;RETRASO;Carrier;3
2164;21424;RETRASO;Carrier;13
2165;21449;RETRASO;Carrier;99
2166;21464;RETRASO;Carrier;10
2167;21485;RETRASO;Carrier;18
2168;21486;RETRASO;Carrier;18
2169;21489;RETRASO;Carrier;14
2170;21496;RETRASO;Carrier;13
2171;21512;RETRASO;Carrier;73
2172;21514;RETRASO;Carrier;112
2173;21515;RETRASO;Carrier;2
2174;21520;RETRASO;Carrier;40
2175;21532;RETRASO;Carrier;17
2176;21542;RETRASO;Carrier;12
2177;21550;RETRASO;Carrier;22
2178;21553;RETRASO;Carrier;2
2179;21577;RETRASO;Carrier;12
2180;21590;RETRASO;Carrier;16
2181;21596;RETRASO;Carrier;1
2182;21608;RETRASO;Carrier;28
2183;21626;RETRASO;Carrier;1
2184;21634;RETRASO;Carrier;17
2185;21646;RETRASO;Carrier;106
2186;21658;RETRASO;Carrier;15
2187;21660;RETRASO;Carrier;13
2188;21674;RETRASO;Carrier;24
2189;21675;RETRASO;Carrier;19
2190;21682;RETRASO;Carrier;5
2191;21687;RETRASO;Carrier;33
2192;21697;RETRASO;Carrier;15
2193;21701;RETRASO;Carrier;73
2194;21723;RETRASO;Carrier;30
2195;21728;RETRASO;Carrier;51
2196;21742;RETRASO;Carrier;18
2197;21744;RETRASO;Carrier;11
2198;21746;RETRASO;Carrier;51
2199;21750;RETRASO;Carrier;3
2200;21756;RETRASO;Carrier;17
2201;21758;RETRASO;Carrier;5
2202;21777;RETRASO;Carrier;183
2203;21836;RETRASO;Carrier;40
2204;21839;RETRASO;Carrier;16
2205;21857;RETRASO;Carrier;25
2206;21858;RETRASO;Carrier;24
2207;21875;RETRASO;Carrier;88
2208;21879;RETRASO;Carrier;6
2209;21897;RETRASO;Carrier;14
2210;21924;RETRASO;Carrier;6
2211;21936;RETRASO;Carrier;54
2212;21967;RETRASO;Carrier;123
2213;21985;RETRASO;Carrier;15
2214;21986;RETRASO;Carrier;26
2215;22085;RETRASO;Carrier;30
2216;22088;RETRASO;Carrier;57
2217;22103;RETRASO;Carrier;13
2218;22104;RETRASO;Carrier;22
2219;22161;RETRASO;Carrier;18
2220;22164;RETRASO;Carrier;71
2221;22169;RETRASO;Carrier;6
2222;22198;RETRASO;Carrier;19
2223;22219;RETRASO;Carrier;53
2224;22227;RETRASO;Carrier;85
2225;22247;RETRASO;Carrier;32
2226;22294;RETRASO;Carrier;9
2227;22306;RETRASO;Carrier;10
2228;22323;RETRASO;Carrier;24
2229;22451;RETRASO;Carrier;21
2230;22467;RETRASO;Carrier;14
2231;22521;RETRASO;Carrier;8
2232;22533;RETRASO;Carrier;31
2233;22578;RETRASO;Carrier;18
2234;22592;RETRASO;Carrier;9
2235;22597;RETRASO;Carrier;18
2236;22607;RETRASO;Carrier;58
2237;22645;RETRASO;Carrier;60
2238;22658;RETRASO;Carrier;29
2239;22684;RETRASO;Carrier;28
2240;22713;RETRASO;Carrier;26
2241;22716;RETRASO;Carrier;13
2242;22718;RETRASO;Carrier;19
2243;22725;RETRASO;Carrier;19
2244;22735;RETRASO;Carrier;9
2245;22747;RETRASO;Carrier;11
2246;22772;RETRASO;Carrier;23
2247;22794;RETRASO;Carrier;65
2248;22859;RETRASO;Carrier;17
2249;22864;RETRASO;Carrier;8
2250;22874;RETRASO;Carrier;41
2251;22898;RETRASO;Carrier;3
2252;22901;RETRASO;Carrier;26
2253;22903;RETRASO;Carrier;16
2254;22918;RETRASO;Carrier;17
2255;22926;RETRASO;Carrier;14
2256;22927;RETRASO;Carrier;9
2257;22947;RETRASO;Carrier;11
2258;22975;RETRASO;Carrier;49
2259;23005;RETRASO;Carrier;10
2260;23016;RETRASO;Carrier;23
2261;23049;RETRASO;Carrier;9
2262;23059;RETRASO;Carrier;105
2263;23072;RETRASO;Carrier;11
2264;23086;RETRASO;Carrier;29
2265;23113;RETRASO;Carrier;48
2266;23145;RETRASO;Carrier;11
2267;23155;RETRASO;Carrier;28
2268;23177;RETRASO;Carrier;26
2269;23204;RETRASO;Carrier;26
2270;23233;RETRASO;Carrier;1
2271;23234;RETRASO;Carrier;16
2272;23239;RETRASO;Carrier;10
2273;23249;RETRASO;Carrier;69
2274;23280;RETRASO;Carrier;31
2275;23334;RETRASO;Carrier;15
2276;23344;RETRASO;Carrier;9
2277;23347;RETRASO;Carrier;34
2278;23367;RETRASO;Carrier;20
2279;23378;RETRASO;Carrier;18
2280;23391;RETRASO;Carrier;21
2281;23402;RETRASO;Carrier;9
2282;23414;RETRASO;Carrier;5
2283;23415;RETRASO;Carrier;8
2284;23423;RETRASO;Carrier;37
2285;23424;RETRASO;Carrier;59
2286;23430;RETRASO;Carrier;32
2287;23436;RETRASO;Carrier;44
2288;23437;RETRASO;Carrier;28
2289;23438;RETRASO;Carrier;15
2290;23451;RETRASO;Carrier;31
2291;23466;RETRASO;Carrier;40
2292;23472;RETRASO;Carrier;110
2293;23510;RETRASO;Carrier;21
2294;23534;RETRASO;Carrier;16
2295;23590;RETRASO;Carrier;18
2296;23608;RETRASO;Carrier;12
2297;23674;RETRASO;Carrier;8
2298;23683;RETRASO;Carrier;4
2299;23691;RETRASO;Carrier;152
2300;23692;RETRASO;Carrier;12
2301;23716;RETRASO;Carrier;247
2302;23721;RETRASO;Carrier;19
2303;23729;RETRASO;Carrier;15
2304;23734;RETRASO;Carrier;22
2305;23774;RETRASO;Carrier;49
2306;23784;RETRASO;Carrier;9
2307;23830;RETRASO;Carrier;32
2308;23840;RETRASO;Carrier;21
2309;23846;RETRASO;Carrier;17
2310;23882;RETRASO;Carrier;11
2311;23902;RETRASO;Carrier;30
2312;23925;RETRASO;Carrier;19
2313;23968;RETRASO;Carrier;41
2314;23986;RETRASO;Carrier;20
2315;24023;RETRASO;Carrier;22
2316;24032;RETRASO;Carrier;26
2317;24043;RETRASO;Carrier;36
2318;24045;RETRASO;Carrier;12
2319;24051;RETRASO;Carrier;27
2320;24078;RETRASO;Carrier;69
2321;24083;RETRASO;Carrier;4
2322;24091;RETRASO;Carrier;251
2323;24103;RETRASO;Carrier;33
2324;24107;RETRASO;Carrier;16
2325;24127;RETRASO;Carrier;15
2326;24171;RETRASO;Carrier;132
2327;24182;RETRASO;Carrier;12
2328;24200;RETRASO;Carrier;17
2329;24201;RETRASO;Carrier;46
2330;24204;RETRASO;Carrier;66
2331;24213;RETRASO;Carrier;7
2332;24252;RETRASO;Carrier;20
2333;24286;RETRASO;Carrier;11
2334;24353;RETRASO;Carrier;12
2335;24369;RETRASO;Carrier;82
2336;24400;RETRASO;Carrier;60
2337;24405;RETRASO;Carrier;75
2338;24407;RETRASO;Carrier;24
2339;24408;RETRASO;Carrier;20
2340;24428;RETRASO;Carrier;5
2341;24431;RETRASO;Carrier;10
2342;24436;RETRASO;Carrier;73
2343;24441;RETRASO;Carrier;20
2344;24442;RETRASO;Carrier;77
2345;24445;RETRASO;Carrier;13
2346;24446;RETRASO;Carrier;23
2347;24454;RETRASO;Carrier;72
2348;24459;RETRASO;Carrier;35
2349;24460;RETRASO;Carrier;39
2350;24462;RETRASO;Carrier;65
2351;24485;RETRASO;Carrier;67
2352;24487;RETRASO;Carrier;70
2353;24495;RETRASO;Carrier;17
2354;24522;RETRASO;Carrier;49
2355;24523;RETRASO;Carrier;20
2356;24529;RETRASO;Carrier;35
2357;24531;RETRASO;Carrier;24
2358;24544;RETRASO;Carrier;16
2359;24546;RETRASO;Carrier;31
2360;24552;RETRASO;Carrier;31
2361;24560;RETRASO;Carrier;10
2362;24569;RETRASO;Carrier;155
2363;24634;RETRASO;Carrier;23
2364;24637;RETRASO;Carrier;20
2365;24648;RETRASO;Carrier;23
2366;24659;RETRASO;Carrier;16
2367;24660;RETRASO;Carrier;2
2368;24675;RETRASO;Carrier;25
2369;24695;RETRASO;Carrier;32
2370;24702;RETRASO;Carrier;70
2371;24709;RETRASO;Carrier;40
2372;24713;RETRASO;Carrier;80
2373;24740;RETRASO;Carrier;25
2374;24742;RETRASO;Carrier;17
2375;24747;RETRASO;Carrier;10
2376;24759;RETRASO;Carrier;90
2377;24785;RETRASO;Carrier;10
2378;24790;RETRASO;Carrier;16
2379;24793;RETRASO;Carrier;17
2380;24799;RETRASO;Carrier;55
2381;24823;RETRASO;Carrier;34
2382;24825;RETRASO;Carrier;165
2383;24827;RETRASO;Carrier;20
2384;24829;RETRASO;Carrier;115
2385;24839;RETRASO;Carrier;20
2386;24846;RETRASO;Carrier;38
2387;24871;RETRASO;Carrier;32
2388;24887;RETRASO;Carrier;17
2389;24888;RETRASO;Carrier;30
2390;24906;RETRASO;Carrier;41
2391;24923;RETRASO;Carrier;48
2392;24924;RETRASO;Carrier;10
2393;24950;RETRASO;Carrier;70
2394;24965;RETRASO;Carrier;40
2395;24973;RETRASO;Carrier;7
2396;24985;RETRASO;Carrier;37
2397;25002;RETRASO;Carrier;65
2398;25008;RETRASO;Carrier;24
2399;25010;RETRASO;Carrier;60
2400;25025;RETRASO;Carrier;18
2401;25032;RETRASO;Carrier;92
2402;25043;RETRASO;Carrier;17
2403;25056;RETRASO;Carrier;260
2404;25062;RETRASO;Carrier;85
2405;25081;RETRASO;Carrier;83
2406;25084;RETRASO;Carrier;93
2407;25104;RETRASO;Carrier;22
2408;25105;RETRASO;Carrier;43
2409;25153;RETRASO;Carrier;26
2410;25171;RETRASO;Carrier;20
2411;25182;RETRASO;Carrier;31
2412;25189;RETRASO;Carrier;88
2413;25194;RETRASO;Carrier;20
2414;25197;RETRASO;Carrier;28
2415;25214;RETRASO;Carrier;20
2416;25215;RETRASO;Carrier;65
2417;25216;RETRASO;Carrier;20
2418;25273;RETRASO;Carrier;19
2419;25296;RETRASO;Carrier;65
2420;25323;RETRASO;Carrier;24
2421;25353;RETRASO;Carrier;10
2422;25355;RETRASO;Carrier;34
2423;25368;RETRASO;Carrier;33
2424;25390;RETRASO;Carrier;33
2425;25425;RETRASO;Carrier;15
2426;25452;RETRASO;Carrier;53
2427;25458;RETRASO;Carrier;50
2428;25460;RETRASO;Carrier;25
2429;25466;RETRASO;Carrier;15
2430;25471;RETRASO;Carrier;50
2431;25481;RETRASO;Carrier;15
2432;25486;RETRASO;Carrier;16
2433;25488;RETRASO;Carrier;48
2434;25496;RETRASO;Carrier;94
2435;25524;RETRASO;Carrier;25
2436;25533;RETRASO;Carrier;23
2437;25534;RETRASO;Carrier;8
2438;25553;RETRASO;Carrier;20
2439;25555;RETRASO;Carrier;80
2440;25567;RETRASO;Carrier;31
2441;25580;RETRASO;Carrier;26
2442;25601;RETRASO;Carrier;50
2443;25611;RETRASO;Carrier;28
2444;25635;RETRASO;Carrier;24
2445;25708;RETRASO;Carrier;32
2446;25709;RETRASO;Carrier;69
2447;25727;RETRASO;Carrier;15
2448;25776;RETRASO;Carrier;18
2449;25790;RETRASO;Carrier;11
2450;25794;RETRASO;Carrier;1
2451;25835;RETRASO;Carrier;70
2452;25850;RETRASO;Carrier;42
2453;25859;RETRASO;Carrier;171
2454;25865;RETRASO;Carrier;17
2455;25866;RETRASO;Carrier;3
2456;25887;RETRASO;Carrier;16
2457;25916;RETRASO;Carrier;240
