ID_RETRASO;ID_VUELO;Causa;Tiempo
2502;35469;Carrier;6
2503;35491;Carrier;22
2504;35499;Carrier;4
2505;35500;Carrier;95
2506;35536;Carrier;30
2507;35540;Carrier;3
2508;35549;Carrier;20
2509;35559;Carrier;24
2510;35563;Carrier;9
2511;35568;Carrier;11
2512;35569;Carrier;1
2513;35572;Carrier;14
2514;35574;Carrier;4
2515;35597;Carrier;1
2516;35600;Carrier;50
2517;35619;Carrier;2
2518;35621;Carrier;11
2519;35627;Carrier;7
2520;35629;Carrier;5
2521;35635;Carrier;13
2522;35637;Carrier;3
2523;35641;Carrier;163
2524;35656;Carrier;5
2525;35676;Carrier;20
2526;35679;Carrier;3
2527;35681;Carrier;3
2528;35688;Carrier;15
2529;35695;Carrier;1
2530;35716;Carrier;35
2531;35732;Carrier;29
2532;35780;Carrier;1
2533;35781;Carrier;8
2534;35794;Carrier;2
2535;35806;Carrier;76
2536;35820;Carrier;4
2537;35825;Carrier;10
2538;35838;Carrier;4
2539;35856;Carrier;186
2540;35858;Carrier;11
2541;35859;Carrier;4
2542;35861;Carrier;15
2543;35884;Carrier;4
2544;35888;Carrier;76
2545;35895;Carrier;1
2546;35911;Carrier;30
2547;35921;Carrier;7
2548;35942;Carrier;4
2549;35968;Carrier;1
2550;35975;Carrier;4
2551;35992;Carrier;24
2552;35997;Carrier;46
2553;36000;Carrier;12
2554;36019;Carrier;9
2555;36020;Carrier;55
2556;36021;Carrier;3
2557;36024;Carrier;1
2558;36029;Carrier;78
2559;36040;Carrier;84
2560;36050;Carrier;7
2561;36057;Carrier;3
2562;36059;Carrier;6
2563;36072;Carrier;13
2564;36081;Carrier;1
2565;36097;Carrier;14
2566;36098;Carrier;19
2567;36100;Carrier;14
2568;36116;Carrier;11
2569;36147;Carrier;24
2570;36154;Carrier;34
2571;36155;Carrier;40
2572;36163;Carrier;1
2573;36175;Carrier;6
2574;36193;Carrier;38
2575;36199;Carrier;13
2576;36200;Carrier;25
2577;36225;Carrier;3
2578;36227;Carrier;26
2579;36247;Carrier;28
2580;36259;Carrier;6
2581;36261;Carrier;1
2582;36263;Carrier;3
2583;36268;Carrier;9
2584;36269;Carrier;18
2585;36272;Carrier;10
2586;36306;Carrier;28
2587;36317;Carrier;105
2588;36335;Carrier;141
2589;36343;Carrier;23
2590;36399;Carrier;12
2591;36415;Carrier;9
2592;36416;Carrier;33
2593;36437;Carrier;41
2594;36444;Carrier;18
2595;36452;Carrier;12
2596;36457;Carrier;2
2597;36577;Carrier;20
2598;36773;Carrier;63
2599;36788;Carrier;53
2600;36793;Carrier;31
2601;36797;Carrier;11
2602;36798;Carrier;55
2603;36814;Carrier;27
2604;36873;Carrier;2
2605;36875;Carrier;11
2606;36881;Carrier;7
2607;36887;Carrier;53
2608;36890;Carrier;6
2609;36935;Carrier;17
2610;36940;Carrier;5
2611;36942;Carrier;1
2612;36972;Carrier;27
2613;36983;Carrier;4
2614;36992;Carrier;25
2615;37002;Carrier;4
2616;37003;Carrier;1
2617;37004;Carrier;1
2618;37005;Carrier;5
2619;37006;Carrier;1
2620;37016;Carrier;1
2621;37025;Carrier;2
2622;37026;Carrier;8
2623;37027;Carrier;9
2624;37056;Carrier;2
2625;37057;Carrier;27
2626;37063;Carrier;32
2627;37070;Carrier;16
2628;37097;Carrier;2
2629;37099;Carrier;3
2630;37102;Carrier;32
2631;37126;Carrier;1
2632;37133;Carrier;18
2633;37162;Carrier;6
2634;37179;Carrier;7
2635;37180;Carrier;5
2636;37208;Carrier;6
2637;37242;Carrier;5
2638;37256;Carrier;15
2639;37261;Carrier;11
2640;37262;Carrier;6
2641;37273;Carrier;19
2642;37280;Carrier;8
2643;37291;Carrier;10
2644;37294;Carrier;15
2645;37304;Carrier;2
2646;37312;Carrier;18
2647;37313;Carrier;25
2648;37328;Carrier;7
2649;37339;Carrier;5
2650;37350;Carrier;3
2651;37352;Carrier;17
2652;37371;Carrier;13
2653;37387;Carrier;57
2654;37400;Carrier;18
2655;37407;Carrier;1
2656;37459;Carrier;1
2657;37470;Carrier;7
2658;37506;Carrier;9
2659;37508;Carrier;2
2660;37514;Carrier;19
2661;37547;Carrier;7
2662;37552;Carrier;42
2663;37574;Carrier;4
2664;37634;Carrier;19
2665;37641;Carrier;1
2666;37642;Carrier;28
2667;37650;Carrier;1
2668;37661;Carrier;9
2669;37683;Carrier;25
2670;37690;Carrier;47
2671;37701;Carrier;2
2672;37702;Carrier;1
2673;37704;Carrier;32
2674;37713;Carrier;24
2675;37715;Carrier;2
2676;37720;Carrier;17
2677;37725;Carrier;9
2678;37729;Carrier;17
2679;37752;Carrier;21
2680;37756;Carrier;8
2681;37757;Carrier;8
2682;37760;Carrier;57
2683;37764;Carrier;31
2684;37779;Carrier;32
2685;37828;Carrier;10
2686;37878;Carrier;15
2687;37886;Carrier;16
2688;37894;Carrier;3
2689;37937;Carrier;7
2690;37938;Carrier;5
2691;37940;Carrier;104
2692;37944;Carrier;10
2693;37947;Carrier;2
2694;37955;Carrier;14
2695;37991;Carrier;25
2696;38018;Carrier;2
2697;38035;Carrier;32
2698;38036;Carrier;108
2699;38102;Carrier;10
2700;38108;Carrier;24
2701;38118;Carrier;8
2702;38122;Carrier;8
2703;38123;Carrier;30
2704;38134;Carrier;11
2705;38151;Carrier;6
2706;38168;Carrier;1
2707;38173;Carrier;38
2708;38182;Carrier;4
2709;38187;Carrier;16
2710;38192;Carrier;7
2711;38202;Carrier;12
2712;38207;Carrier;4
2713;38232;Carrier;2
2714;38244;Carrier;5
2715;38269;Carrier;38
2716;38270;Carrier;16
2717;38293;Carrier;2
2718;38294;Carrier;6
2719;38295;Carrier;49
2720;38309;Carrier;76
2721;38312;Carrier;5
2722;38322;Carrier;13
2723;38328;Carrier;32
2724;38335;Carrier;80
2725;38340;Carrier;87
2726;38347;Carrier;6
2727;38349;Carrier;15
2728;38350;Carrier;2
2729;38351;Carrier;3
2730;38375;Carrier;3
2731;38383;Carrier;47
2732;38388;Carrier;1
2733;38389;Carrier;9
2734;38410;Carrier;1
2735;38412;Carrier;52
2736;38413;Carrier;5
2737;38414;Carrier;10
2738;38431;Carrier;76
2739;38444;Carrier;11
2740;38445;Carrier;43
2741;38447;Carrier;3
2742;38449;Carrier;6
2743;38484;Carrier;17
2744;38545;Carrier;6
2745;38548;Carrier;10
2746;38571;Carrier;4
2747;38574;Carrier;32
2748;38589;Carrier;18
2749;38603;Carrier;5
2750;38612;Carrier;28
2751;38653;Carrier;9
2752;38654;Carrier;22
2753;38668;Carrier;21
2754;38695;Carrier;9
2755;38699;Carrier;113
2756;38704;Carrier;2
2757;38705;Carrier;50
2758;38710;Carrier;3
2759;38724;Carrier;3
2760;38754;Carrier;3
2761;38755;Carrier;8
2762;38766;Carrier;26
2763;38767;Carrier;7
2764;38781;Carrier;39
2765;38808;Carrier;20
2766;38822;Carrier;1
2767;38841;Carrier;1
2768;38848;Carrier;1
2769;38849;Carrier;15
2770;38851;Carrier;3
2771;38867;Carrier;16
2772;38868;Carrier;95
2773;38871;Carrier;3
2774;38872;Carrier;13
2775;38875;Carrier;6
2776;38887;Carrier;42
2777;38906;Carrier;32
2778;38907;Carrier;3
2779;38908;Carrier;2
2780;38916;Carrier;20
2781;38927;Carrier;7
2782;38932;Carrier;1
2783;38936;Carrier;2
2784;38970;Carrier;69
2785;39025;Carrier;6
2786;39026;Carrier;21
2787;39027;Carrier;34
2788;39046;Carrier;3
2789;39061;Carrier;25
2790;39065;Carrier;13
2791;39148;Carrier;122
2792;39151;Carrier;12
2793;39173;Carrier;17
2794;39176;Carrier;12
2795;39178;Carrier;16
2796;39210;Carrier;8
2797;39214;Carrier;1
2798;39216;Carrier;3
2799;39218;Carrier;9
2800;39231;Carrier;15
2801;39237;Carrier;4
2802;39245;Carrier;79
2803;39270;Carrier;15
2804;39271;Carrier;2
2805;39280;Carrier;6
2806;39281;Carrier;2
2807;39283;Carrier;4
2808;39294;Carrier;26
2809;39299;Carrier;10
2810;39301;Carrier;12
2811;39308;Carrier;1
2812;39309;Carrier;5
2813;39313;Carrier;19
2814;39346;Carrier;3
2815;39347;Carrier;2
2816;39362;Carrier;58
2817;39363;Carrier;5
2818;39367;Carrier;1
2819;39368;Carrier;10
2820;39370;Carrier;6
2821;39378;Carrier;3
2822;39385;Carrier;2
2823;39404;Carrier;20
2824;39449;Carrier;56
2825;39510;Carrier;2
2826;39544;Carrier;2
2827;39560;Carrier;9
2828;39576;Carrier;45
2829;39587;Carrier;3
2830;39589;Carrier;26
2831;39620;Carrier;1
2832;39663;Carrier;34
2833;39674;Carrier;4
2834;39709;Carrier;42
2835;39717;Carrier;14
2836;39757;Carrier;31
2837;39764;Carrier;1
2838;39765;Carrier;3
2839;39767;Carrier;6
2840;39828;Carrier;38
2841;39856;Carrier;21
2842;39857;Carrier;16
2843;39859;Carrier;5
2844;39864;Carrier;8
2845;39865;Carrier;15
2846;39912;Carrier;2
2847;39915;Carrier;8
2848;39916;Carrier;39
2849;39932;Carrier;5
2850;39935;Carrier;40
2851;39940;Carrier;9
2852;39948;Carrier;7
2853;39954;Carrier;6
2854;39963;Carrier;4
2855;39964;Carrier;28
2856;39966;Carrier;9
2857;39978;Carrier;3
2858;39988;Carrier;14
2859;39990;Carrier;10
2860;40031;Carrier;5
2861;40037;Carrier;16
2862;40038;Carrier;5
2863;40071;Carrier;1
2864;40084;Carrier;4
2865;40094;Carrier;10
2866;40112;Carrier;5
2867;40161;Carrier;26
2868;40182;Carrier;125
2869;40211;Carrier;36
2870;40219;Carrier;31
2871;40286;Carrier;7
2872;40294;Carrier;36
2873;40300;Carrier;4
2874;40301;Carrier;43
2875;40302;Carrier;13
2876;40304;Carrier;68
2877;40307;Carrier;25
2878;40308;Carrier;1
2879;40310;Carrier;6
2880;40312;Carrier;4
2881;40407;Carrier;5
2882;40419;Carrier;61
2883;40421;Carrier;2
2884;40437;Carrier;28
2885;40446;Carrier;13
2886;40473;Carrier;3
2887;40496;Carrier;12
2888;40497;Carrier;9
2889;40506;Carrier;8
2890;40517;Carrier;22
2891;40527;Carrier;13
2892;40548;Carrier;33
2893;40549;Carrier;75
2894;40570;Carrier;4
2895;40583;Carrier;13
2896;40584;Carrier;2
2897;40610;Carrier;3
2898;40611;Carrier;21
2899;40614;Carrier;3
2900;40619;Carrier;21
2901;40620;Carrier;36
2902;40654;Carrier;19
2903;40660;Carrier;17
2904;40661;Carrier;33
2905;40691;Carrier;41
2906;40695;Carrier;42
2907;40705;Carrier;12
2908;40712;Carrier;18
2909;40713;Carrier;4
2910;40724;Carrier;26
2911;40745;Carrier;6
2912;40746;Carrier;13
2913;40747;Carrier;41
2914;40748;Carrier;1
2915;40770;Carrier;6
2916;40771;Carrier;12
2917;40772;Carrier;17
2918;40773;Carrier;9
2919;40775;Carrier;31
2920;40778;Carrier;25
2921;40783;Carrier;19
2922;40790;Carrier;1
2923;40791;Carrier;1
2924;40792;Carrier;34
2925;40832;Carrier;4
2926;40839;Carrier;27
2927;40853;Carrier;4
2928;40854;Carrier;11
2929;40868;Carrier;34
2930;40880;Carrier;4
2931;40881;Carrier;1
2932;40882;Carrier;10
2933;40915;Carrier;7
2934;40916;Carrier;4
2935;40920;Carrier;4
2936;40921;Carrier;5
2937;40937;Carrier;3
2938;40939;Carrier;4
2939;40961;Carrier;22
2940;40984;Carrier;24
2941;40985;Carrier;18
2942;41021;Carrier;6
2943;41022;Carrier;1
2944;41023;Carrier;8
2945;41024;Carrier;3
2946;41054;Carrier;39
2947;41055;Carrier;8
2948;41061;Carrier;1
2949;41076;Carrier;3
2950;41077;Carrier;11
2951;41078;Carrier;6
2952;41090;Carrier;15
2953;41109;Carrier;2
2954;41114;Carrier;6
2955;41117;Carrier;22
2956;41118;Carrier;5
2957;41126;Carrier;68
2958;41136;Carrier;8
2959;41143;Carrier;7
2960;41144;Carrier;9
2961;41147;Carrier;26
2962;41148;Carrier;9
2963;41162;Carrier;32
2964;41164;Carrier;15
2965;41165;Carrier;11
2966;41168;Carrier;3
2967;41171;Carrier;1
2968;41206;Carrier;3
2969;41207;Carrier;47
2970;41231;Carrier;2
2971;41248;Carrier;50
2972;41276;Carrier;30
2973;41278;Carrier;84
2974;41313;Carrier;7
2975;41363;Carrier;9
2976;41381;Carrier;13
2977;41409;Carrier;10
2978;41420;Carrier;7
2979;41485;Carrier;7
2980;41507;Carrier;3
2981;41564;Carrier;16
2982;41579;Carrier;1
2983;41589;Carrier;5
2984;41624;Carrier;4
2985;41638;Carrier;11
2986;41648;Carrier;3
2987;41649;Carrier;1
2988;41660;Carrier;10
2989;41661;Carrier;4
2990;41663;Carrier;10
2991;41692;Carrier;6
2992;41696;Carrier;10
2993;41740;Carrier;21
2994;41742;Carrier;21
2995;41746;Carrier;5
2996;41752;Carrier;52
2997;41758;Carrier;9
2998;41759;Carrier;8
2999;41772;Carrier;27
3000;41789;Carrier;5
3001;41824;Carrier;44
3002;41853;Carrier;69
3003;41856;Carrier;8
3004;41863;Carrier;2
3005;41879;Carrier;42
3006;41881;Carrier;48
3007;41885;Carrier;20
3008;41896;Carrier;8
3009;41906;Carrier;23
3010;41915;Carrier;15
3011;41916;Carrier;47
3012;41996;Carrier;87
3013;42027;Carrier;2
3014;42028;Carrier;1
3015;42036;Carrier;1
3016;42037;Carrier;32
3017;42052;Carrier;8
3018;42069;Carrier;24
3019;42070;Carrier;10
3020;42100;Carrier;27
3021;42133;Carrier;2
3022;42136;Carrier;33
3023;42176;Carrier;43
3024;42182;Carrier;9
3025;42195;Carrier;97
3026;42221;Carrier;36
3027;42230;Carrier;1
3028;42231;Carrier;1
3029;42268;Carrier;26
3030;42269;Carrier;17
3031;42271;Carrier;29
3032;42278;Carrier;1
3033;42298;Carrier;6
3034;42299;Carrier;1
3035;42300;Carrier;2
3036;42302;Carrier;6
3037;42340;Carrier;78
3038;42357;Carrier;29
3039;42358;Carrier;7
3040;42368;Carrier;3
3041;42369;Carrier;60
3042;42381;Carrier;8
3043;42399;Carrier;5
3044;42400;Carrier;23
3045;42403;Carrier;9
3046;42404;Carrier;4
3047;42435;Carrier;6
3048;42436;Carrier;8
3049;42465;Carrier;2
3050;42485;Carrier;9
3051;42516;Carrier;12
3052;42530;Carrier;95
3053;42534;Carrier;29
3054;42543;Carrier;17
3055;42548;Carrier;2
3056;42551;Carrier;49
3057;42583;Carrier;1
3058;42584;Carrier;34
3059;42610;Carrier;19
3060;42632;Carrier;18
3061;42636;Carrier;10
3062;42665;Carrier;30
3063;42722;Carrier;21
3064;42724;Carrier;8
3065;42725;Carrier;1
3066;42762;Carrier;2
3067;42763;Carrier;38
3068;42766;Carrier;10
3069;42767;Carrier;3
3070;42768;Carrier;8
3071;42771;Carrier;1
3072;42773;Carrier;7
3073;42780;Carrier;18
3074;42793;Carrier;32
3075;42808;Carrier;10
3076;42812;Carrier;3
3077;42823;Carrier;9
3078;42832;Carrier;1
3079;42834;Carrier;37
3080;42838;Carrier;79
3081;42854;Carrier;2
3082;42856;Carrier;2
3083;42863;Carrier;2
3084;42899;Carrier;91
3085;42925;Carrier;1
3086;42956;Carrier;12
3087;42958;Carrier;1
3088;42959;Carrier;128
3089;42962;Carrier;47
3090;43042;Carrier;9
3091;43043;Carrier;2
3092;43044;Carrier;3
3093;43045;Carrier;30
3094;43049;Carrier;55
3095;43054;Carrier;41
3096;43063;Carrier;6
3097;43139;Carrier;4
3098;43157;Carrier;49
3099;43166;Carrier;4
3100;43195;Carrier;114
3101;43218;Carrier;3
3102;43282;Carrier;4
3103;43313;Carrier;86
3104;43340;Carrier;5
3105;43350;Carrier;5
3106;43355;Carrier;74
3107;43360;Carrier;6
3108;43361;Carrier;6
3109;43362;Carrier;5
3110;43380;Carrier;1
3111;43382;Carrier;24
3112;43424;Carrier;30
3113;43438;Carrier;11
3114;43463;Carrier;9
3115;43492;Carrier;27
3116;43500;Carrier;20
3117;43504;Carrier;2
3118;43505;Carrier;1
3119;43613;Carrier;5
3120;43642;Carrier;1
3121;43648;Carrier;61
3122;43687;Carrier;28
3123;43693;Carrier;10
3124;43705;Carrier;19
3125;43717;Carrier;15
3126;43718;Carrier;2
3127;43803;Carrier;10
3128;43812;Carrier;38
3129;43828;Carrier;2
3130;43838;Carrier;3
3131;43839;Carrier;10
3132;43841;Carrier;16
3133;43868;Carrier;8
3134;43871;Carrier;2
3135;43872;Carrier;8
3136;43878;Carrier;2
3137;43879;Carrier;28
3138;43883;Carrier;8
3139;43893;Carrier;4
3140;43895;Carrier;16
3141;43899;Carrier;6
3142;43900;Carrier;7
3143;43922;Carrier;25
3144;43925;Carrier;16
3145;43957;Carrier;1
3146;43968;Carrier;3
3147;43969;Carrier;5
3148;43973;Carrier;32
3149;43974;Carrier;10
3150;44069;Carrier;13
3151;44070;Carrier;3
3152;44102;Carrier;16
3153;44110;Carrier;10
3154;44177;Carrier;9
3155;44180;Carrier;32
3156;44197;Carrier;2
3157;44199;Carrier;23
3158;44214;Carrier;29
3159;44215;Carrier;9
3160;44216;Carrier;32
3161;44223;Carrier;9
3162;44238;Carrier;11
3163;44365;Carrier;36
3164;44386;Carrier;35
3165;44387;Carrier;54
3166;44393;Carrier;1
3167;44414;Carrier;6
3168;44425;Carrier;6
3169;44426;Carrier;17
3170;44459;Carrier;28
3171;44461;Carrier;7
3172;44486;Carrier;10
3173;44527;Carrier;2
3174;44547;Carrier;14
3175;44554;Carrier;19
3176;44580;Carrier;9
3177;44610;Carrier;8
3178;44709;Carrier;3
3179;44747;Carrier;6
3180;44806;Carrier;10
3181;44808;Carrier;1
3182;44824;Carrier;101
3183;44842;Carrier;13
3184;44855;Carrier;15
3185;44874;Carrier;24
3186;44875;Carrier;2
3187;44905;Carrier;26
3188;44924;Carrier;13
3189;44966;Carrier;21
3190;44990;Carrier;2
3191;44991;Carrier;15
3192;44992;Carrier;1
3193;45036;Carrier;57
3194;45038;Carrier;3
3195;45039;Carrier;8
3196;45093;Carrier;7
3197;45094;Carrier;16
3198;45127;Carrier;2
3199;45185;Carrier;2
3200;45186;Carrier;4
3201;45188;Carrier;6
3202;45230;Carrier;9
3203;45232;Carrier;2
3204;45246;Carrier;20
3205;45303;Carrier;31
3206;45307;Carrier;11
3207;45328;Carrier;3
3208;45330;Carrier;31
3209;45341;Carrier;6
3210;45342;Carrier;27
3211;45411;Carrier;6
3212;45414;Carrier;23
3213;45444;Carrier;18
3214;45445;Carrier;14
3215;45448;Carrier;19
3216;45463;Carrier;20
3217;45469;Carrier;2
3218;45470;Carrier;7
3219;45487;Carrier;18
3220;45513;Carrier;8
3221;45514;Carrier;45
3222;45599;Carrier;6
3223;45604;Carrier;34
3224;45614;Carrier;5
3225;45634;Carrier;11
3226;45635;Carrier;8
3227;45636;Carrier;4
3228;45709;Carrier;11
3229;45710;Carrier;67
3230;45712;Carrier;24
3231;45720;Carrier;5
3232;45721;Carrier;4
3233;45738;Carrier;27
3234;45747;Carrier;16
3235;45757;Carrier;37
3236;45781;Carrier;14
3237;45787;Carrier;30
3238;45805;Carrier;166
3239;45825;Carrier;17
3240;45863;Carrier;4
3241;45867;Carrier;10
3242;45868;Carrier;2
3243;45886;Carrier;66
3244;45977;Carrier;5
3245;45994;Carrier;18
3246;46058;Carrier;9
3247;46065;Carrier;10
3248;46082;Carrier;16
3249;46093;Carrier;45
3250;46105;Carrier;17
3251;46126;Carrier;33
3252;46128;Carrier;12
3253;46129;Carrier;116
3254;46155;Carrier;3
3255;46165;Carrier;6
3256;46195;Carrier;12
3257;46197;Carrier;6
3258;46251;Carrier;37
3259;46254;Carrier;14
3260;46276;Carrier;36
3261;46301;Carrier;18
3262;46308;Carrier;192
3263;46314;Carrier;8
3264;46327;Carrier;4
3265;46332;Carrier;236
3266;46339;Carrier;2
3267;46346;Carrier;25
3268;46382;Carrier;16
3269;46394;Carrier;47
3270;46396;Carrier;140
3271;46423;Carrier;34
3272;46443;Carrier;45
3273;46453;Carrier;5
3274;46482;Carrier;6
3275;46518;Carrier;67
3276;46521;Carrier;18
3277;46522;Carrier;14
3278;46523;Carrier;3
3279;46531;Carrier;157
3280;46534;Carrier;16
3281;46540;Carrier;85
3282;46542;Carrier;5
3283;46574;Carrier;17
3284;46604;Carrier;7
3285;46610;Carrier;297
3286;46644;Carrier;27
3287;46651;Carrier;12
3288;46668;Carrier;46
3289;46699;Carrier;54
3290;46700;Carrier;11
3291;46744;Carrier;1
3292;46757;Carrier;70
3293;46769;Carrier;6
3294;46778;Carrier;13
3295;46779;Carrier;11
3296;46809;Carrier;66
3297;46814;Carrier;22
3298;46828;Carrier;45
3299;46866;Carrier;24
3300;46872;Carrier;22
3301;46878;Carrier;9
3302;46879;Carrier;6
3303;46885;Carrier;14
3304;46911;Carrier;6
3305;46933;Carrier;127
3306;46967;Carrier;72
3307;46973;Carrier;13
3308;47018;Carrier;45
3309;47033;Carrier;7
3310;47034;Carrier;88
3311;47050;Carrier;11
3312;47094;Carrier;94
3313;47096;Carrier;1
3314;47143;Carrier;16
3315;47158;Carrier;32
3316;47161;Carrier;23
3317;47168;Carrier;10
3318;47177;Carrier;1
3319;47180;Carrier;6
3320;47181;Carrier;18
3321;47228;Carrier;81
3322;47263;Carrier;18
3323;47276;Carrier;32
3324;47285;Carrier;16
3325;47294;Carrier;22
3326;47296;Carrier;65
3327;47316;Carrier;183
3328;47317;Carrier;64
3329;47328;Carrier;16
3330;47372;Carrier;191
3331;47453;Carrier;16
3332;47499;Carrier;7
3333;47505;Carrier;19
3334;47531;Carrier;2
3335;47532;Carrier;115
3336;47554;Carrier;18
3337;47557;Carrier;63
3338;47558;Carrier;3
3339;47570;Carrier;20
3340;47588;Carrier;23
3341;47599;Carrier;2
3342;47601;Carrier;6
3343;47622;Carrier;7
3344;47649;Carrier;23
3345;47650;Carrier;13
3346;47669;Carrier;40
3347;47683;Carrier;21
3348;47684;Carrier;63
3349;47697;Carrier;19
3350;47698;Carrier;3
3351;47700;Carrier;7
3352;47723;Carrier;91
3353;47726;Carrier;34
3354;47727;Carrier;8
3355;47739;Carrier;16
3356;47747;Carrier;145
3357;47752;Carrier;41
3358;47755;Carrier;10
3359;47758;Carrier;3
3360;47759;Carrier;17
3361;47771;Carrier;100
3362;47818;Carrier;29
3363;47821;Carrier;2
3364;47930;Carrier;18
3365;47946;Carrier;18
3366;47969;Carrier;163
3367;47998;Carrier;30
3368;48001;Carrier;71
3369;48011;Carrier;29
3370;48013;Carrier;29
3371;48023;Carrier;24
3372;48026;Carrier;21
3373;48039;Carrier;32
3374;48041;Carrier;21
3375;48044;Carrier;46
3376;48046;Carrier;23
3377;48051;Carrier;39
3378;48053;Carrier;20
3379;48054;Carrier;29
3380;48063;Carrier;35
3381;48064;Carrier;57
3382;48065;Carrier;28
3383;48070;Carrier;23
3384;48071;Carrier;99
3385;48076;Carrier;94
3386;48078;Carrier;30
3387;48079;Carrier;21
3388;48094;Carrier;23
3389;48099;Carrier;49
3390;48114;Carrier;34
3391;48118;Carrier;38
3392;48125;Carrier;27
3393;48130;Carrier;52
3394;48147;Carrier;71
3395;48153;Carrier;24
3396;48156;Carrier;49
3397;48159;Carrier;126
3398;48169;Carrier;29
3399;48177;Carrier;28
3400;48183;Carrier;33
3401;48196;Carrier;22
3402;48198;Carrier;16
3403;48205;Carrier;22
3404;48208;Carrier;66
3405;48209;Carrier;77
3406;48221;Carrier;18
3407;48229;Carrier;18
3408;48235;Carrier;45
3409;48237;Carrier;41
3410;48241;Carrier;19
3411;48248;Carrier;45
3412;48259;Carrier;111
3413;48264;Carrier;33
3414;48266;Carrier;45
3415;48271;Carrier;145
3416;48301;Carrier;31
3417;48313;Carrier;20
3418;48319;Carrier;17
3419;48321;Carrier;27
3420;48322;Carrier;122
3421;48333;Carrier;34
3422;48354;Carrier;101
3423;48355;Carrier;66
3424;48358;Carrier;56
3425;48359;Carrier;83
3426;48361;Carrier;29
3427;48362;Carrier;24
3428;48363;Carrier;106
3429;48368;Carrier;20
3430;48389;Carrier;119
3431;48408;Carrier;71
3432;48418;Carrier;152
3433;48426;Carrier;190
3434;48436;Carrier;25
3435;48440;Carrier;25
3436;48442;Carrier;56
3437;48450;Carrier;32
3438;48453;Carrier;24
3439;48462;Carrier;84
3440;48481;Carrier;132
3441;48484;Carrier;132
3442;48492;Carrier;38
3443;48495;Carrier;97
3444;48496;Carrier;23
3445;48502;Carrier;68
3446;48503;Carrier;24
3447;48506;Carrier;20
3448;48517;Carrier;56
3449;48523;Carrier;100
3450;48535;Carrier;38
3451;48543;Carrier;28
3452;48553;Carrier;67
3453;48556;Carrier;41
3454;48582;Carrier;53
3455;48589;Carrier;27
3456;48607;Carrier;25
3457;48612;Carrier;15
3458;48621;Carrier;21
3459;48622;Carrier;125
3460;48628;Carrier;21
3461;48629;Carrier;122
3462;48636;Carrier;39
3463;48637;Carrier;26
3464;48647;Carrier;86
3465;48649;Carrier;70
3466;48652;Carrier;30
3467;48654;Carrier;80
3468;48668;Carrier;98
3469;48672;Carrier;214
3470;48676;Carrier;51
3471;48688;Carrier;22
3472;48689;Carrier;23
3473;48691;Carrier;39
3474;48693;Carrier;24
3475;48710;Carrier;83
3476;48718;Carrier;67
3477;48719;Carrier;71
3478;48754;Carrier;180
3479;48761;Carrier;15
3480;48763;Carrier;39
3481;48764;Carrier;33
3482;48765;Carrier;22
3483;48777;Carrier;81
3484;48779;Carrier;52
3485;48781;Carrier;185
3486;48782;Carrier;31
3487;48808;Carrier;146
3488;48831;Carrier;22
3489;48854;Carrier;15
3490;48855;Carrier;30
3491;48908;Carrier;99
3492;48909;Carrier;89
3493;48938;Carrier;21
3494;48940;Carrier;43
3495;48943;Carrier;38
3496;48945;Carrier;76
3497;48962;Carrier;17
3498;48964;Carrier;16
3499;48969;Carrier;198
3500;48970;Carrier;229
3501;48983;Carrier;44
3502;49000;Carrier;33
3503;49003;Carrier;41
3504;49004;Carrier;102
3505;49005;Carrier;103
3506;49034;Carrier;41
3507;49036;Carrier;37
3508;49038;Carrier;92
3509;49044;Carrier;15
3510;49049;Carrier;23
3511;49051;Carrier;57
3512;49059;Carrier;80
3513;49062;Carrier;30
3514;49071;Carrier;76
3515;49090;Carrier;86
3516;49102;Carrier;21
3517;49106;Carrier;20
3518;49107;Carrier;17
3519;49110;Carrier;21
3520;49113;Carrier;195
3521;49122;Carrier;55
3522;49159;Carrier;21
3523;49160;Carrier;16
3524;49190;Carrier;48
3525;49196;Carrier;96
3526;49204;Carrier;40
3527;49224;Carrier;119
3528;49264;Carrier;22
3529;49266;Carrier;42
3530;49274;Carrier;61
3531;49287;Carrier;23
3532;49292;Carrier;102
3533;49294;Carrier;103
3534;49304;Carrier;24
3535;49306;Carrier;54
3536;49319;Carrier;44
3537;49320;Carrier;178
3538;49347;Carrier;66
3539;49382;Carrier;85
3540;49387;Carrier;132
3541;49388;Carrier;69
3542;49399;Carrier;36
3543;49414;Carrier;92
3544;49421;Carrier;37
3545;49422;Carrier;72
3546;49435;Carrier;18
3547;49436;Carrier;15
3548;49446;Carrier;66
3549;49453;Carrier;240
3550;49454;Carrier;238
3551;49455;Carrier;59
3552;49484;Carrier;15
3553;49490;Carrier;64
3554;49493;Carrier;32
3555;49506;Carrier;36
3556;49510;Carrier;150
3557;49512;Carrier;15
3558;49514;Carrier;28
3559;49529;Carrier;89
3560;49533;Carrier;189
3561;49535;Carrier;19
3562;49550;Carrier;19
3563;49557;Carrier;174
3564;49560;Carrier;23
3565;49562;Carrier;91
3566;49565;Carrier;98
3567;49574;Carrier;146
3568;49575;Carrier;137
3569;49580;Carrier;21
3570;49621;Carrier;206
3571;49622;Carrier;209
3572;49633;Carrier;19
3573;49638;Carrier;139
3574;49650;Carrier;117
3575;49657;Carrier;160
